Country x Year,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Democratic Republic of the Congo,3.76933219,4.012514912,4.255697634,4.377288995,4.620471717,4.863654439,5.106837161,5.350019883,5.471611244,5.714793966,5.957976688,6.079568049,6.20115941,6.20115941,6.20115941,6.20115941,6.079568049,5.957976688,5.836385327,5.593202605,5.471611244,5.228428522,4.9852458,4.863654439,4.742063078,4.498880356
Denmark,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Djibouti,1.097234749,1.097234749,1.755575598,2.852810347,4.169492046,5.705620695,7.241749343,8.887601467,10.31400664,10.97234749,12.06958224,13.16681699,13.16681699,13.16681699,13.16681699,13.16681699,12.06958224,12.06958224,12.06958224,10.97234749,10.97234749,10.97234749,10.75290054,10.53345359,10.42373012,10.31400664
Dominican Republic,1.857602853,2.693524136,3.52944542,4.458246846,5.479928415,6.501609984,7.430411411,8.359212837,9.009373836,9.288014263,10.21681569,10.21681569,10.21681569,10.21681569,9.288014263,9.288014263,8.82361355,8.45209298,8.080572409,7.801931981,7.430411411,7.151770983,6.873130555,6.68737027,6.501609984,6.315849699
Ecuador,0.559372387,0.661623253,0.78191839,0.902213527,1.022508664,1.142803801,1.202951369,1.323246506,1.383394074,1.443541643,1.503689211,1.503689211,1.503689211,1.56383678,1.56383678,1.56383678,1.623984348,1.623984348,1.623984348,1.623984348,1.684131917,1.684131917,1.684131917,1.744279485,1.744279485,1.744279485
Egypt,0.005251268,0.005251268,0.005251268,0.005251268,0.010502536,0.010502536,0.010502536,0.010502536,0.012603043,0.01470355,0.017854311,0.021005071,0.024155832,0.027306593,0.031507607,0.036758875,0.042010142,0.048311664,0.055663439,0.063015214,0.070366989,0.079819271,0.089271553,0.098723835,0.105025356,0.115527892
El Salvador,0.551308409,0.664813081,0.778317754,0.891822426,1.037757005,1.199906537,1.362056069,1.524205601,1.783644852,1.945794384,2.107943916,2.270093448,2.43224298,2.594392512,2.594392512,2.756542044,2.918691577,2.918691577,3.080841109,3.080841109,3.242990641,3.242990641,3.242990641,3.242990641,3.242990641,3.242990641
Equatorial Guinea,1.788780767,1.900579565,2.124177161,2.459573555,2.794969948,3.24216514,3.80115913,4.583750716,5.589939897,6.931525472,8.608507441,10.7326846,13.41585575,15.65183171,19.00579565,22.35975959,24.59573555,27.94969948,30.18567544,32.4216514,32.4216514,33.53963938,32.4216514,32.4216514,31.30366342,30.18567544
Eritrea,0.76615688,0.985058846,1.222202643,1.422862778,1.641764744,1.824183049,2.189019658,2.371437963,2.553856268,2.918692878,3.101111183,3.283529488,3.283529488,3.465947793,3.283529488,3.283529488,3.101111183,2.918692878,2.918692878,2.736274573,2.736274573,2.736274573,2.553856268,2.553856268,2.553856268,2.553856268
Estonia,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
