"name",12/13,13/14,14/15,15/16,16/17,17/18
"Jorn Vancamp",NaN,NaN,108.0,630.0,242.0,1224.0
"Maecky Ngombo",NaN,NaN,NaN,715.0,462.0,415.0
"Torino Hunte",NaN,1096.0,751.0,1642.0,2217.0,1586.0
"Lugman Bezzat",NaN,NaN,346.0,1162.0,20.0,7.0
"Vito van Crooij",0.0,225.0,3118.0,2627.0,3275.0,2147.0
"Romeo Castelen",38.0,2608.0,1741.0,1941.0,1726.0,377.0
"Lennart Thy",1590.0,1838.0,2209.0,2548.0,764.0,2526.0
"Emil Riis",NaN,NaN,NaN,0.0,1192.0,531.0
"Leroy Sané",769.0,2910.0,1658.0,2925.0,2597.0,2774.0
"Raheem Sterling",2385.0,2624.0,4519.0,2981.0,3627.0,2774.0
"Bernardo Silva",NaN,3024.0,3073.0,3192.0,4296.0,2329.0
"Sergio Agüero",2716.0,2288.0,3200.0,3523.0,3503.0,2895.0
"Gabriel Jesus",NaN,NaN,1302.0,2314.0,741.0,1766.0
"Alexis Sánchez",2625.0,3418.0,4326.0,3289.0,4229.0,2464.0
"Anthony Martial",57.0,706.0,2560.0,4663.0,2517.0,1979.0
"Jesse Lingard",1991.0,3295.0,938.0,2970.0,2208.0,1903.0
"Romelu Lukaku",2250.0,2805.0,3762.0,4023.0,3447.0,3436.0
"Marcus Rashford",NaN,NaN,90.0,2101.0,3068.0,2128.0
"Zlatan Ibrahimovic",4083.0,3750.0,3111.0,4146.0,3847.0,187.0
"Heung-Min Son",2786.0,3225.0,3181.0,2001.0,2972.0,2766.0
"Lucas",1068.0,2970.0,2882.0,3169.0,3478.0,264.0
"Érik Lamela",2857.0,951.0,2919.0,3072.0,944.0,927.0
"Harry Kane",1330.0,1465.0,3680.0,4027.0,3154.0,3222.0
"Fernando Llorente",1327.0,3097.0,2712.0,1695.0,2503.0,958.0
"Eden Hazard",4523.0,3943.0,4441.0,3079.0,3373.0,2857.0
"Pedro",3415.0,3321.0,2199.0,2781.0,2723.0,2252.0
"Willian",2660.0,3368.0,3258.0,3881.0,2026.0,2421.0
"Álvaro Morata",2196.0,969.0,2302.0,2377.0,1902.0,2249.0
"Olivier Giroud",3201.0,4092.0,2379.0,3373.0,1780.0,1508.0
"Sadio Mané",2481.0,3903.0,2922.0,3116.0,2427.0,2501.0
"Ben Woodburn",NaN,NaN,NaN,170.0,1608.0,1365.0
"Mohamed Salah",2873.0,2624.0,2129.0,3402.0,3185.0,3165.0
"Danny Ings",1716.0,3983.0,3122.0,537.0,409.0,799.0
"Dominic Solanke",NaN,403.0,2787.0,1991.0,373.0,662.0
"Alex Iwobi",NaN,1030.0,2079.0,2220.0,2354.0,2020.0
"Pierre-Emerick Aubameyang",3850.0,2653.0,3813.0,3931.0,3959.0,2707.0
"Alexandre Lacazette",2756.0,4409.0,3468.0,3743.0,3477.0,2037.0
"Danny Welbeck",2162.0,2291.0,2517.0,818.0,1094.0,1604.0
"Yannick Bolasie",3476.0,2128.0,2849.0,2464.0,1164.0,545.0
"Theo Walcott",2988.0,1203.0,795.0,2076.0,2495.0,1500.0
"Cenk Tosun",2721.0,2767.0,1088.0,1466.0,3286.0,2081.0
"Dominic Calvert-Lewin",NaN,0.0,55.0,1587.0,1134.0,2286.0
"Oumar Niasse",NaN,3461.0,1111.0,1986.0,1596.0,1145.0
"Nathan Redmond",2455.0,2428.0,3332.0,2482.0,3648.0,1754.0
"Dusan Tadic",4342.0,3039.0,2555.0,2606.0,3107.0,2390.0
"Josh Sims",NaN,168.0,907.0,1359.0,2079.0,548.0
"Manolo Gabbiadini",1792.0,2818.0,2451.0,982.0,1588.0,1040.0
"Charlie Austin",3420.0,3050.0,3159.0,1348.0,1274.0,675.0
"Shane Long",2351.0,2421.0,2179.0,2374.0,2071.0,1383.0
"Guido Carrillo",1385.0,3414.0,2764.0,1871.0,1099.0,1330.0
"Marko Arnautovic",2020.0,2768.0,2389.0,3304.0,2966.0,1773.0
"Michail Antonio",3695.0,2171.0,4157.0,2994.0,3022.0,1420.0
"Chicharito",2086.0,1418.0,1492.0,3201.0,2646.0,1727.0
"Andy Carroll",1954.0,1138.0,1236.0,1729.0,1580.0,812.0
"Jordan Hugill",NaN,1174.0,1120.0,1081.0,3384.0,2390.0
"Demarai Gray",NaN,225.0,2652.0,2484.0,1848.0,1993.0
"Riyad Mahrez",2399.0,2818.0,2242.0,3128.0,3766.0,2504.0
"Jamie Vardy",1638.0,3108.0,2362.0,3210.0,3821.0,2703.0
"Kelechi Iheanacho",NaN,NaN,442.0,1318.0,899.0,1016.0
"Shinji Okazaki",2023.0,2885.0,3087.0,2222.0,2211.0,1392.0
"Fousseni Diabaté",NaN,NaN,NaN,NaN,59.0,2157.0
"Bakary Sako",3354.0,3325.0,3572.0,1149.0,200.0,718.0
"Wilfried Zaha",4350.0,1054.0,2300.0,3362.0,3131.0,1831.0
"Andros Townsend",1654.0,1973.0,2017.0,1992.0,2820.0,2588.0
"Chung-Yong Lee",3169.0,3065.0,2220.0,699.0,853.0,282.0
"Christian Benteke",4007.0,2285.0,2893.0,2232.0,3279.0,1974.0
"Connor Wickham",1282.0,2531.0,2974.0,1586.0,545.0,NaN
"Alexander Sörloth",0.0,221.0,1976.0,785.0,1192.0,2170.0
"Eric Maxim Choupo-Moting",644.0,2108.0,3160.0,2408.0,2072.0,2259.0
"Jesé",3134.0,1165.0,644.0,1282.0,1531.0,631.0
"Ramadan Sobhi",NaN,651.0,1579.0,2496.0,1057.0,1248.0
"Xherdan Shaqiri",1896.0,1252.0,1710.0,2294.0,1781.0,2284.0
"Saido Berahino",1065.0,1773.0,3456.0,2247.0,1446.0,755.0
"Mame Diouf",2745.0,1557.0,2723.0,1519.0,1493.0,2118.0
"Peter Crouch",2530.0,2994.0,1901.0,860.0,1634.0,1292.0
"Richarlison",NaN,NaN,1842.0,1509.0,1591.0,2692.0
"Gerard Deulofeu",2451.0,1109.0,1329.0,1835.0,2041.0,1207.0
"André Carrillo",1778.0,1740.0,3091.0,609.0,1250.0,1650.0
"Dodi Lukebakio",NaN,0.0,220.0,844.0,149.0,1396.0
"Andre Gray",3937.0,3461.0,3832.0,3625.0,2495.0,1369.0
"Troy Deeney",3295.0,4298.0,3513.0,3723.0,3164.0,1483.0
"Stefano Okaka",2224.0,891.0,2564.0,3677.0,1044.0,369.0
"Jerome Sinclair",99.0,76.0,1678.0,1335.0,511.0,43.0
"Nacer Chadli",2927.0,1923.0,2949.0,1682.0,2161.0,311.0
"James McClean",2706.0,2901.0,2924.0,2985.0,1616.0,1157.0
"Hal Robson-Kanu",1685.0,1803.0,2601.0,2365.0,805.0,1003.0
"Oliver Burke",NaN,NaN,276.0,926.0,1108.0,563.0
"Matt Phillips",2514.0,1361.0,2000.0,3859.0,2404.0,1860.0
"Jonathan Leko",NaN,NaN,1120.0,1509.0,1086.0,841.0
"Daniel Sturridge",1560.0,2667.0,1217.0,1700.0,1193.0,592.0
"José Salomón Rondón",2834.0,2311.0,2866.0,3106.0,3021.0,2386.0
"Jay Rodríguez",2355.0,2930.0,NaN,742.0,1426.0,2555.0
"André Ayew",3846.0,2482.0,2519.0,2943.0,1453.0,1646.0
"Wayne Routledge",3056.0,3398.0,2375.0,1860.0,2045.0,788.0
"Kenji Gorré",NaN,NaN,6.0,1586.0,1178.0,1123.0
"Luciano Narsingh",1817.0,1218.0,3483.0,2714.0,1582.0,1035.0
"Nathan Dyer",2859.0,2295.0,2261.0,568.0,505.0,1368.0
"Wilfried Bony",3063.0,3555.0,1663.0,1665.0,759.0,1091.0
"Tammy Abraham",NaN,NaN,1303.0,2798.0,3743.0,1884.0
"Jordan Ayew",2696.0,2269.0,2716.0,2695.0,2482.0,2738.0
"Christian Atsu",1103.0,2477.0,365.0,543.0,1711.0,1740.0
"Jacob Murphy",1781.0,1825.0,2667.0,2970.0,2724.0,1158.0
"Islam Slimani",1471.0,1426.0,2296.0,3598.0,1757.0,645.0
"Dwight Gayle",4094.0,994.0,1433.0,1024.0,2287.0,1659.0
"Joselu",1597.0,2116.0,2654.0,1455.0,1184.0,1596.0
"Georges-Kevin N'Koudou",NaN,139.0,1820.0,3007.0,323.0,194.0
"Aaron Lennon",3679.0,2642.0,1810.0,2086.0,667.0,1453.0
"Johann Berg Gudmundsson",2321.0,3251.0,3454.0,3416.0,1297.0,2518.0
"Jonathan Walters",3653.0,2476.0,2722.0,2278.0,1386.0,94.0
"Chris Wood",3623.0,1303.0,585.0,2936.0,3847.0,1468.0
"Sam Vokes",1821.0,3808.0,680.0,3688.0,2465.0,947.0
"Nahki Wells",3538.0,3338.0,2588.0,3700.0,3393.0,52.0
"José Izquierdo",NaN,1562.0,2763.0,2464.0,2572.0,1657.0
"Jirí Skalák",854.0,2048.0,2227.0,2318.0,1987.0,511.0
"Anthony Knockaert",3085.0,3652.0,1216.0,4030.0,3813.0,2173.0
"Jürgen Locadia",2096.0,2887.0,1606.0,2904.0,1036.0,1601.0
"Leonardo Ulloa",2793.0,3038.0,2580.0,1536.0,724.0,523.0
"Sam Baldock",2151.0,4511.0,2175.0,2171.0,2366.0,434.0
"Glenn Murray",3906.0,394.0,2544.0,934.0,3627.0,1758.0
"Tomer Hemed",2485.0,1198.0,2328.0,3302.0,1997.0,1076.0
"Ryan Fraser",1257.0,2206.0,1151.0,1341.0,1856.0,1913.0
"Junior Stanislas",2370.0,1158.0,1032.0,1821.0,1536.0,1221.0
"Marc Pugh",3845.0,3073.0,3148.0,1580.0,1451.0,1167.0
"Jordon Ibe",831.0,1107.0,2177.0,2245.0,1145.0,1890.0
"Callum Wilson",391.0,3672.0,4083.0,770.0,1410.0,1608.0
"Lys Mousset",NaN,125.0,4.0,1602.0,442.0,808.0
"Jermain Defoe",3027.0,2912.0,1637.0,2641.0,3458.0,932.0
"Tom Ince",4108.0,2595.0,2499.0,3481.0,3934.0,2504.0
"Rajiv van La Parra",2517.0,2121.0,2585.0,1965.0,3510.0,2073.0
"Sean Scannell",2300.0,1464.0,3559.0,1717.0,749.0,1126.0
"Steve Mounié",NaN,0.0,4.0,2683.0,3036.0,1670.0
"Laurent Depoitre",2989.0,2915.0,3288.0,3958.0,824.0,1715.0
"Elias Kachunga",1370.0,2516.0,2222.0,269.0,3980.0,1369.0
"Collin Quaner",1147.0,785.0,1770.0,483.0,2381.0,1434.0
"Ryan Babel",1305.0,2479.0,2480.0,367.0,2818.0,2817.0
"Jeremain Lens",3332.0,2741.0,2778.0,1555.0,3062.0,1187.0
"Gökhan Töre",278.0,2329.0,3425.0,2164.0,449.0,NaN
"Ricardo Quaresma",NaN,1900.0,2485.0,2421.0,3505.0,2276.0
"Cyle Larin",NaN,NaN,1927.0,2489.0,2168.0,0.0
"Álvaro Negredo",3523.0,2552.0,1733.0,2160.0,3037.0,1577.0
"Vágner Love",2014.0,2967.0,2497.0,813.0,2455.0,1722.0
"Mustafa Pektemek",639.0,735.0,1570.0,377.0,1582.0,504.0
"Garry Rodrigues",3600.0,3000.0,1624.0,2708.0,2628.0,1977.0
"Yasin Öztekin",2027.0,2592.0,1949.0,3572.0,2520.0,1295.0
"Sofiane Feghouli",2902.0,2885.0,1931.0,2042.0,1508.0,1562.0
"Sinan Gümüs",717.0,835.0,323.0,1141.0,914.0,926.0
"Bafétimbi Gomis",3243.0,3489.0,2054.0,1812.0,2859.0,2369.0
"Eren Derdiyok",875.0,784.0,285.0,2197.0,2042.0,907.0
"Mathieu Valbuena",3979.0,2991.0,2892.0,2715.0,2536.0,1987.0
"Aatif Chahechouhe",3001.0,3550.0,3466.0,2924.0,1724.0,1573.0
"Samed Karakoc",NaN,NaN,0.0,90.0,118.0,450.0
"Vincent Janssen",857.0,2646.0,3436.0,3971.0,1351.0,844.0
"Roberto Soldado",3680.0,2494.0,1810.0,3378.0,812.0,825.0
"Fernandão",3007.0,1962.0,3692.0,3105.0,1410.0,1019.0
"Arda Turan",2915.0,2991.0,3384.0,1200.0,1847.0,232.0
"Kerim Frei",801.0,340.0,2096.0,1519.0,1102.0,1392.0
"Eljero Elia",1798.0,2019.0,1561.0,3184.0,2350.0,1430.0
"Tunay Torun",723.0,550.0,2287.0,1874.0,2041.0,554.0
"Riad Bajić",0.0,774.0,2614.0,3175.0,3165.0,269.0
"Emmanuel Adebayor",2468.0,2156.0,986.0,816.0,1200.0,2310.0
"Mevlüt Erdinc",2650.0,2110.0,2224.0,1454.0,1528.0,1016.0
"Olcay Sahan",3036.0,2877.0,3498.0,2456.0,2689.0,1395.0
"Fabián Castillo",2415.0,2851.0,3000.0,1991.0,2200.0,618.0
"Burak Yilmaz",3179.0,3684.0,2956.0,3041.0,1080.0,1536.0
"Hugo Rodallega",1783.0,853.0,2834.0,3199.0,2443.0,816.0
"Dame N'Doye",1965.0,1850.0,2068.0,1462.0,2343.0,1020.0
"Jirès Kembo-Ekoko",492.0,2204.0,1893.0,2438.0,1954.0,1250.0
"Gheorghe Grozav",2336.0,1142.0,704.0,989.0,1602.0,1088.0
"Joshua John",2288.0,2643.0,2651.0,1742.0,1726.0,576.0
"Dzon Delarge",1385.0,1803.0,1582.0,1834.0,2362.0,1303.0
"Sercan Yildirim",509.0,1379.0,2409.0,1338.0,1163.0,NaN
"Moussa Sow",4078.0,2897.0,2954.0,2353.0,2447.0,870.0
"Kubilay Kanatsizkus",NaN,NaN,NaN,411.0,2073.0,538.0
"Bogdan Stancu",2489.0,2418.0,2265.0,2418.0,1596.0,2159.0
"Sinan Bakis",2095.0,215.0,285.0,1219.0,870.0,509.0
"Júnior Fernándes",459.0,3568.0,1681.0,2950.0,3522.0,2447.0
"Lucas Villafañez",423.0,NaN,1414.0,2424.0,3263.0,1742.0
"Mbilla Etame",2494.0,2355.0,3202.0,1664.0,2051.0,867.0
"Douglas",1774.0,1687.0,2980.0,2154.0,1041.0,970.0
"Wanderson",1781.0,2754.0,1986.0,1588.0,1212.0,619.0
"Glynor Plet",2009.0,1952.0,2354.0,2051.0,1027.0,NaN
"Moryké Fofana",1434.0,2346.0,1570.0,258.0,1520.0,1998.0
"Ömer Ali Sahiner",2482.0,1007.0,2755.0,3255.0,3459.0,2719.0
"Volkan Sen",1022.0,1468.0,3255.0,2304.0,1728.0,245.0
"Adis Jahovic",1375.0,2202.0,2544.0,1176.0,3367.0,2102.0
"Samuel Eto'o",3884.0,2717.0,2349.0,2837.0,2512.0,1652.0
"Mustapha Yatabaré",3073.0,3330.0,1726.0,1628.0,1622.0,1314.0
"Ryan Mendes",722.0,755.0,1406.0,2222.0,493.0,2260.0
"Silvestre Varela",2432.0,3484.0,2047.0,1728.0,1210.0,415.0
"William",1030.0,3011.0,3507.0,2914.0,3446.0,909.0
"Asamoah Gyan",277.0,1226.0,2490.0,721.0,1047.0,628.0
"Artem Kravets",90.0,795.0,2632.0,1338.0,1377.0,780.0
"Nikola Stojiljkovic",1188.0,2472.0,3029.0,3330.0,1830.0,709.0
"Umut Bulut",1954.0,1929.0,2285.0,2667.0,2833.0,2248.0
"Yoan Gouffran",3271.0,2966.0,2066.0,403.0,3267.0,1560.0
"Muhammed Enes Durmus",NaN,NaN,0.0,421.0,623.0,119.0
"Demba Ba",3223.0,895.0,4783.0,1805.0,24.0,494.0
"Nabil Ghilas",3032.0,1178.0,2121.0,1110.0,2498.0,541.0
"Ömer Sismanoglu",1002.0,220.0,1604.0,988.0,627.0,107.0
"Robinho",1138.0,2926.0,929.0,2080.0,2508.0,378.0
"Cyriac",20.0,1614.0,1534.0,2109.0,1356.0,733.0
"Thievy Bifouma",3830.0,884.0,1878.0,1151.0,2287.0,1589.0
"Arouna Koné",3291.0,199.0,1020.0,1812.0,105.0,2005.0
"Muhammet Demir",552.0,693.0,2500.0,2467.0,1159.0,486.0
"Elvis Manu",1970.0,1988.0,2014.0,504.0,1648.0,966.0
"Ahmet Ilhan Özek",2194.0,2012.0,1862.0,2798.0,1635.0,1536.0
"Jaílton Paraíba",1009.0,1610.0,2476.0,2610.0,621.0,1207.0
"Petar Skuletic",1379.0,2951.0,2980.0,1205.0,406.0,1566.0
"Deniz Yilmaz",1767.0,2709.0,1005.0,1491.0,1764.0,747.0
"Aminu Umar",NaN,3009.0,2185.0,2427.0,2844.0,1950.0
"Serdar Gürler",1752.0,3185.0,1367.0,400.0,3078.0,1994.0
"Sokol Cikalleshi",350.0,2882.0,3441.0,1809.0,1695.0,1129.0
"Raul Rusescu",3354.0,2063.0,1702.0,1525.0,1492.0,NaN
"Mehmet Batdal",2963.0,2715.0,1297.0,2371.0,1776.0,663.0
"Ali ĂzgĂźn",NaN,NaN,1590.0,2313.0,3603.0,NaN
"Maicón",1239.0,1756.0,1655.0,1175.0,1687.0,2063.0
"Milan Jevtovic",1009.0,1525.0,1122.0,3625.0,2096.0,630.0
"Souleymane Doukara",458.0,1625.0,1528.0,1617.0,2010.0,1515.0
"Moestafa El Kabir",1971.0,907.0,2360.0,2604.0,799.0,1067.0
"Deniz Kadah",1626.0,2046.0,2094.0,2976.0,2508.0,1781.0
"Emre Güral",330.0,720.0,266.0,1414.0,220.0,1176.0
"Daniel Larsson",1363.0,1729.0,1544.0,2975.0,1379.0,1415.0
"Onur Ayik",1347.0,1505.0,1454.0,1134.0,1381.0,945.0
"Geoffrey Bia",201.0,2482.0,3114.0,1315.0,1403.0,378.0
"Paulo Henrique",1757.0,4813.0,1343.0,NaN,243.0,1286.0
"Evgen Seleznev",2000.0,2206.0,2004.0,2741.0,1527.0,1531.0
"Marvin Emnes",1786.0,1520.0,687.0,260.0,2384.0,467.0
"Mugdat Celik",3105.0,2912.0,1202.0,2284.0,1111.0,1172.0
"Adem Büyük",1476.0,2427.0,1843.0,2110.0,2430.0,1751.0
"Berk Yildiz",NaN,322.0,634.0,834.0,1727.0,669.0
"Issiar Dia",2015.0,750.0,1166.0,625.0,2203.0,719.0
"Emanuel Dening",NaN,NaN,NaN,1300.0,1795.0,808.0
"Khalid Boutaïb",74.0,NaN,2111.0,2221.0,2968.0,1965.0
"Gilberto",1983.0,2252.0,1592.0,879.0,476.0,137.0
"Eren Tozlu",1287.0,1061.0,1347.0,1666.0,1955.0,1043.0
"Jhon Murillo",NaN,173.0,309.0,1373.0,2500.0,1455.0
"Samuel Eduok",NaN,NaN,1309.0,495.0,2205.0,1469.0
"Ilhan Depe",2647.0,1446.0,878.0,1798.0,878.0,1060.0
"Trezeguet",437.0,2055.0,2542.0,175.0,2398.0,2056.0
"Mbaye Diagne",NaN,985.0,927.0,3357.0,1376.0,467.0
"Bengali-Fodé Koita",891.0,1896.0,1968.0,1259.0,1725.0,314.0
"Franck Etoundi",1523.0,1641.0,2439.0,1642.0,128.0,302.0
"Adam Stahl",NaN,1742.0,1906.0,1465.0,2212.0,411.0
"Ahmet Karadayi",NaN,NaN,NaN,NaN,1471.0,1588.0
"Hervé Kage",2351.0,2177.0,857.0,1705.0,1888.0,551.0
"Leandrinho",305.0,1066.0,1043.0,2449.0,2529.0,621.0
"Marius Alexe",3018.0,266.0,2110.0,2736.0,94.0,821.0
"Ergin Keles",1695.0,2624.0,2179.0,2079.0,2655.0,759.0
"Yusuf Akbulut",90.0,1678.0,1756.0,593.0,875.0,644.0
"Sebá",2023.0,2463.0,3671.0,1765.0,3592.0,1197.0
"Marko Marin",621.0,1530.0,713.0,1844.0,1361.0,2131.0
"Kevin Mirallas",2240.0,2619.0,1957.0,1342.0,2130.0,1474.0
"Felipe Pardo",1020.0,2790.0,2403.0,1900.0,1326.0,1660.0
"Uros Djurdjevic",1413.0,1787.0,2034.0,538.0,2837.0,2095.0
"Karim Ansarifard",2017.0,2643.0,682.0,2073.0,2406.0,1552.0
"Nikolaos Vergos",0.0,410.0,447.0,261.0,1373.0,321.0
"Róbert Mak",1462.0,879.0,2658.0,3760.0,1431.0,1820.0
"Dimitrios Limnios",NaN,NaN,6.0,384.0,2124.0,1432.0
"Djalma",1777.0,2298.0,1952.0,2323.0,3212.0,1629.0
"Aleksandar Prijovic",1415.0,1234.0,2566.0,2914.0,2445.0,2420.0
"Efthymios Koulouris",NaN,314.0,588.0,962.0,1612.0,857.0
"Lazaros Christodoulopoulos",2215.0,1978.0,1446.0,382.0,2046.0,2421.0
"Marko Livaja",1237.0,991.0,398.0,598.0,1537.0,2648.0
"Sergio Araujo",1481.0,1184.0,3736.0,1909.0,2161.0,2368.0
"Georgios Giakoumakis",323.0,876.0,417.0,706.0,2514.0,449.0
"Dimitrios Melikiotis",NaN,0.0,NaN,214.0,555.0,199.0
"Anthony Mounier",2097.0,2026.0,3226.0,2206.0,540.0,857.0
"Giannis Mystakidis",1207.0,0.0,2221.0,1442.0,1599.0,146.0
"Anastasios Chatzigiovannis",NaN,NaN,NaN,NaN,596.0,1006.0
"Dimitrios Emmanouilidis",NaN,NaN,NaN,NaN,NaN,46.0
"Christos Kountouriotis",NaN,NaN,NaN,NaN,NaN,19.0
"Guillermo Molins",1561.0,904.0,607.0,1330.0,453.0,1425.0
"Sotiris Pispas",NaN,NaN,NaN,NaN,66.0,383.0
"Amr Warda",NaN,57.0,1087.0,2217.0,2175.0,2213.0
"Bruno",NaN,NaN,788.0,2629.0,2558.0,1520.0
"Georgios Manousos",3252.0,2730.0,2499.0,2852.0,2499.0,751.0
"Abiola Dauda",1135.0,1899.0,2062.0,1779.0,1464.0,1957.0
"Nicolas Diguiny",41.0,NaN,2498.0,2250.0,656.0,2314.0
"Konstantinos Kotsopoulos",NaN,NaN,NaN,NaN,NaN,90.0
"Georgios Masouras",NaN,NaN,627.0,2455.0,2291.0,2745.0
"Srdjan Spiridonovic",1594.0,1634.0,539.0,2069.0,1132.0,1845.0
"Lazaros Lamprou",NaN,NaN,NaN,19.0,1153.0,2114.0
"Gerasimos Voukelatos",NaN,NaN,NaN,NaN,104.0,131.0
"Samed Yesil",576.0,183.0,471.0,479.0,731.0,1323.0
"Fiorin Durmishaj",NaN,NaN,1281.0,776.0,2015.0,1557.0
"Nicki Bille Nielsen",3125.0,923.0,1039.0,2432.0,437.0,1059.0
"Farley Rosa",NaN,990.0,1663.0,881.0,1427.0,2155.0
"Ilias Gianniotis",NaN,NaN,NaN,NaN,82.0,149.0
"Clésio Baúque",NaN,615.0,116.0,759.0,2257.0,1500.0
"Jorge Díaz",887.0,728.0,1940.0,816.0,1850.0,2340.0
"Vlad Morar",452.0,258.0,1138.0,991.0,1910.0,1725.0
"Georgios Vakrakos",NaN,NaN,NaN,NaN,64.0,1.0
"Eugenio Isnaldo",115.0,392.0,1557.0,878.0,544.0,855.0
"Gyeol-Hee Jang",NaN,NaN,NaN,NaN,150.0,NaN
"Nikolaos Kaltsas",1314.0,2263.0,2641.0,1282.0,2019.0,1491.0
"Giannis Kotsiras",NaN,NaN,NaN,NaN,720.0,1043.0
"Nabil Jaadi",254.0,1140.0,1713.0,1321.0,451.0,1143.0
"Giannis Bastianos",NaN,NaN,NaN,NaN,234.0,1394.0
"Michalis Manias",3203.0,2360.0,2008.0,2330.0,2204.0,1895.0
"Anastasios Douvikas",NaN,NaN,NaN,NaN,NaN,630.0
"Rooney Wankewai",NaN,NaN,NaN,NaN,1589.0,1485.0
"Enes Dolovac",NaN,NaN,NaN,NaN,219.0,65.0
"Georgios Manthatis",NaN,0.0,386.0,555.0,1103.0,1715.0
"Karim Soltani",1013.0,2718.0,3153.0,2115.0,1593.0,764.0
"Pedro Conde",NaN,1526.0,2476.0,3168.0,2118.0,2117.0
"Philip Hellquist",259.0,1580.0,937.0,1443.0,1171.0,48.0
"Franck Betra",NaN,0.0,NaN,NaN,NaN,823.0
"Denis Epstein",2082.0,2489.0,544.0,1602.0,1923.0,1565.0
"Fábio Nunes",742.0,273.0,1002.0,1171.0,818.0,482.0
"Alexandros Kontos",3295.0,1625.0,2097.0,2009.0,1506.0,505.0
"Fotis Georgiou",2932.0,797.0,514.0,2435.0,1601.0,880.0
"Thuram",NaN,2273.0,1730.0,782.0,2353.0,565.0
"Nestoras Mytidis",290.0,2409.0,916.0,789.0,1081.0,536.0
"Georgios Pamlidis",NaN,NaN,751.0,1970.0,295.0,1566.0
"Jonathan Bauman",NaN,NaN,NaN,NaN,249.0,618.0
"Konstantinos Georgakopoulos",NaN,328.0,211.0,521.0,382.0,727.0
"Christos Albanis",1182.0,1307.0,1143.0,459.0,1912.0,1908.0
"Savvas Siatravanis",1266.0,1584.0,1692.0,2682.0,2236.0,482.0
"Enver Alivodic",2983.0,3572.0,2061.0,2243.0,2920.0,1903.0
"Darren Maatsen",1566.0,273.0,1152.0,1809.0,1676.0,504.0
"Anthony Stokes",1269.0,3622.0,2586.0,2235.0,930.0,1986.0
"Eli Elbaz",84.0,15.0,NaN,622.0,2192.0,573.0
"Gonzalo Castillejos",1427.0,696.0,449.0,0.0,598.0,1242.0
"Kike Boula",138.0,NaN,1098.0,1530.0,1751.0,1245.0
"Brito",1525.0,996.0,2295.0,49.0,941.0,1309.0
"Petar Djurickovic",648.0,60.0,2155.0,3032.0,450.0,1203.0
"Panagiotis Triadis",204.0,1155.0,139.0,417.0,1630.0,959.0
"Erik Jendrisek",571.0,2055.0,2598.0,3042.0,2150.0,2057.0
"Matías Castro",NaN,180.0,2622.0,44.0,494.0,605.0
"Nikolaos Sampanidis",NaN,NaN,NaN,NaN,NaN,25.0
"Milos Deletic",193.0,1195.0,1511.0,1470.0,1890.0,1847.0
"Nemanja Mladenovic",1669.0,1192.0,2351.0,2683.0,1202.0,1573.0
"Konstantinos Makris",NaN,NaN,NaN,NaN,0.0,8.0
"Thomas Nazlidis",1552.0,645.0,1185.0,2516.0,2627.0,2403.0
"Sandi Krizman",2508.0,1890.0,153.0,1105.0,1832.0,2208.0
"Emanuel Perrone",2454.0,1527.0,2135.0,810.0,1929.0,977.0
"Filip Kasalica",2684.0,2184.0,0.0,2671.0,457.0,775.0
"Giannis Papanikolaou",NaN,NaN,NaN,NaN,99.0,525.0
"Gurjinder Singh",NaN,NaN,NaN,NaN,NaN,0.0
"Clarck N'Sikulu",87.0,608.0,1831.0,563.0,1490.0,2210.0
"Shikoze Udoji",2523.0,3266.0,2019.0,2908.0,1759.0,296.0
"Antonis Petropoulos",1699.0,2238.0,1713.0,61.0,1629.0,884.0
"Piotr Grzelczak",1012.0,2545.0,1397.0,1909.0,1756.0,772.0
"Wanderson",797.0,NaN,2581.0,2228.0,2496.0,1803.0
"Nikolaos Tsoukalos",326.0,1196.0,632.0,1851.0,688.0,808.0
"Michalis Frangos",120.0,2388.0,1539.0,2081.0,2536.0,337.0
"Evgen Budnik",1277.0,849.0,96.0,1269.0,1659.0,1631.0
"Nikola Asceric",16.0,1613.0,826.0,2081.0,1087.0,490.0
"Vangelis Patsarouchas",NaN,NaN,NaN,NaN,78.0,28.0
"Petros Giakoumakis",NaN,NaN,1005.0,2335.0,2056.0,2069.0
"Mohamed Youssouf",34.0,210.0,2286.0,1134.0,630.0,1980.0
"Chahir Belghazouani",2040.0,1174.0,1907.0,154.0,198.0,1114.0
"Souleymane Sawadogo",NaN,1021.0,1281.0,32.0,422.0,73.0
"Marko Markovski",1849.0,384.0,2219.0,2521.0,1851.0,1428.0
"Fotis Ioannidis",NaN,NaN,NaN,NaN,NaN,218.0
"Neymar",90.0,2838.0,4098.0,4434.0,3972.0,2697.0
"Julian Draxler",2762.0,3101.0,1068.0,2584.0,2721.0,2105.0
"Kylian Mbappé",NaN,NaN,30.0,496.0,2663.0,2753.0
"Ángel Di María",3191.0,3758.0,2017.0,3402.0,3091.0,2321.0
"Edinson Cavani",3653.0,3418.0,4151.0,3629.0,4138.0,3170.0
"Thomas Lemar",NaN,190.0,836.0,2191.0,4209.0,2073.0
"Keita Baldé",1446.0,2436.0,1170.0,2311.0,2075.0,1895.0
"Gabriel Boschilia",NaN,472.0,237.0,877.0,783.0,87.0
