"name",12/13,13/14,14/15,15/16,16/17,17/18
"Ilhan Depe",0,1,3,4,1,4
"Trezeguet",1,0,8,1,5,4
"Mbaye Diagne",NaN,1,1,4,4,1
"Bengali-Fodé Koita",1,1,2,3,1,0
"Franck Etoundi",4,4,6,6,0,0
"Adam Stahl",NaN,4,3,1,9,1
"Ahmet Karadayi",NaN,NaN,NaN,NaN,0,1
"Hervé Kage",4,5,4,6,6,1
"Leandrinho",0,4,0,5,5,1
"Marius Alexe",2,0,4,3,0,0
"Ergin Keles",1,6,2,2,4,0
"Yusuf Akbulut",0,0,0,0,0,0
"Sebá",7,4,7,6,12,1
"Marko Marin",2,7,0,5,5,5
"Kevin Mirallas",9,11,3,3,6,2
"Felipe Pardo",2,6,9,7,3,3
"Uros Djurdjevic",1,3,4,1,2,4
"Karim Ansarifard",2,7,0,2,5,4
"Nikolaos Vergos",0,0,3,0,1,1
"Róbert Mak",3,2,5,3,5,4
"Dimitrios Limnios",NaN,NaN,0,0,3,2
"Djalma",10,5,3,8,5,2
"Aleksandar Prijovic",3,2,5,9,5,6
"Efthymios Koulouris",NaN,0,0,1,5,2
"Lazaros Christodoulopoulos",3,3,6,0,6,3
"Marko Livaja",2,1,0,0,3,5
"Sergio Araujo",4,1,8,5,7,4
"Georgios Giakoumakis",0,2,0,1,3,0
"Dimitrios Melikiotis",NaN,0,NaN,0,1,0
"Anthony Mounier",7,5,8,1,0,1
"Giannis Mystakidis",1,0,4,6,3,0
"Anastasios Chatzigiovannis",NaN,NaN,NaN,NaN,1,2
"Dimitrios Emmanouilidis",NaN,NaN,NaN,NaN,NaN,0
"Christos Kountouriotis",NaN,NaN,NaN,NaN,NaN,0
"Guillermo Molins",3,3,0,3,1,3
"Sotiris Pispas",NaN,NaN,NaN,NaN,0,0
"Amr Warda",NaN,0,0,2,7,5
"Bruno",NaN,NaN,0,6,3,4
"Georgios Manousos",2,2,1,0,3,0
"Abiola Dauda",4,4,5,0,2,3
"Nicolas Diguiny",0,NaN,2,3,0,7
"Konstantinos Kotsopoulos",NaN,NaN,NaN,NaN,NaN,1
"Georgios Masouras",NaN,NaN,1,0,0,1
"Srdjan Spiridonovic",3,5,1,4,2,3
"Lazaros Lamprou",NaN,NaN,NaN,0,1,5
"Gerasimos Voukelatos",NaN,NaN,NaN,NaN,0,0
"Samed Yesil",2,0,1,2,0,1
"Fiorin Durmishaj",NaN,NaN,1,0,3,1
"Nicki Bille Nielsen",6,4,0,2,0,2
"Farley Rosa",NaN,1,0,0,6,2
"Ilias Gianniotis",NaN,NaN,NaN,NaN,0,0
"Clésio Baúque",NaN,0,0,0,3,1
"Jorge Díaz",1,1,0,1,2,3
"Vlad Morar",0,0,2,1,3,1
"Georgios Vakrakos",NaN,NaN,NaN,NaN,0,0
"Eugenio Isnaldo",0,1,1,2,2,0
"Gyeol-Hee Jang",NaN,NaN,NaN,NaN,0,NaN
"Nikolaos Kaltsas",5,7,7,3,5,3
"Giannis Kotsiras",NaN,NaN,NaN,NaN,3,2
"Nabil Jaadi",0,2,1,0,1,1
"Giannis Bastianos",NaN,NaN,NaN,NaN,0,1
"Michalis Manias",5,1,2,2,0,0
"Anastasios Douvikas",NaN,NaN,NaN,NaN,NaN,0
"Rooney Wankewai",NaN,NaN,NaN,NaN,0,0
"Enes Dolovac",NaN,NaN,NaN,NaN,0,0
"Georgios Manthatis",NaN,0,2,0,1,3
"Karim Soltani",2,7,4,0,0,1
"Pedro Conde",NaN,0,0,0,3,0
"Philip Hellquist",1,3,0,1,2,0
"Franck Betra",NaN,0,NaN,NaN,NaN,2
"Denis Epstein",5,5,0,1,5,0
"Fábio Nunes",4,0,3,1,0,0
"Alexandros Kontos",4,3,9,2,2,0
"Fotis Georgiou",3,1,2,3,1,0
"Thuram",NaN,0,0,2,0,0
"Nestoras Mytidis",0,0,0,0,0,0
"Georgios Pamlidis",NaN,NaN,2,1,0,2
"Jonathan Bauman",NaN,NaN,NaN,NaN,0,2
"Konstantinos Georgakopoulos",NaN,1,0,1,0,0
"Christos Albanis",7,1,6,1,7,0
"Savvas Siatravanis",4,2,2,6,5,0
"Enver Alivodic",9,7,2,3,4,0
"Darren Maatsen",0,0,0,5,1,0
"Anthony Stokes",9,13,14,3,1,4
"Eli Elbaz",0,0,NaN,0,2,0
"Gonzalo Castillejos",0,2,1,0,0,0
"Kike Boula",1,NaN,0,0,2,2
"Brito",2,0,2,0,2,1
"Petar Djurickovic",2,0,9,9,1,3
"Panagiotis Triadis",0,3,0,2,7,4
"Erik Jendrisek",2,3,2,2,1,0
"Matías Castro",NaN,0,0,0,1,0
"Nikolaos Sampanidis",NaN,NaN,NaN,NaN,NaN,0
"Milos Deletic",0,4,0,2,2,3
"Nemanja Mladenovic",0,0,0,4,3,1
"Konstantinos Makris",NaN,NaN,NaN,NaN,0,0
"Thomas Nazlidis",4,0,0,2,3,2
"Sandi Krizman",3,4,0,1,0,2
"Emanuel Perrone",5,1,8,1,3,6
"Filip Kasalica",7,3,0,6,0,1
"Giannis Papanikolaou",NaN,NaN,NaN,NaN,0,0
"Gurjinder Singh",NaN,NaN,NaN,NaN,NaN,0
"Clarck N'Sikulu",0,0,1,0,1,2
"Shikoze Udoji",3,8,1,5,5,0
"Antonis Petropoulos",0,4,2,0,1,0
"Piotr Grzelczak",1,7,1,5,4,0
"Wanderson",2,NaN,6,4,9,0
"Nikolaos Tsoukalos",0,1,1,1,0,1
"Michalis Frangos",0,2,0,0,1,0
"Evgen Budnik",1,1,0,1,3,0
"Nikola Asceric",0,0,0,3,2,1
"Vangelis Patsarouchas",NaN,NaN,NaN,NaN,0,0
"Petros Giakoumakis",NaN,NaN,1,1,1,2
"Mohamed Youssouf",0,0,4,1,0,2
"Chahir Belghazouani",1,0,0,1,0,3
"Souleymane Sawadogo",NaN,0,2,0,0,0
"Marko Markovski",0,0,2,2,2,2
"Fotis Ioannidis",NaN,NaN,NaN,NaN,NaN,1
"Neymar",0,15,11,27,27,19
"Julian Draxler",7,10,2,8,5,9
"Kylian Mbappé",NaN,NaN,1,2,14,15
"Ángel Di María",18,26,12,25,15,15
"Edinson Cavani",4,6,2,7,6,8
"Thomas Lemar",NaN,1,5,5,17,8
"Keita Baldé",0,9,4,8,6,12
"Gabriel Boschilia",NaN,0,0,2,3,0
"Rony Lopes",10,9,3,1,5,12
"Rachid Ghezzal",1,0,3,9,7,4
"Jordi Mboula",NaN,NaN,NaN,0,3,1
"Falcao",3,1,5,0,6,2
"Stevan Jovetic",5,2,4,4,5,3
"Adama Diakhaby",NaN,NaN,NaN,NaN,0,3
"Pietro Pellegri",NaN,NaN,NaN,0,0,0
"Memphis Depay",9,10,8,9,8,10
"Willem Geubbels",NaN,NaN,NaN,NaN,NaN,0
"Maxwel Cornet",0,0,0,2,3,6
"Bertrand Traoré",NaN,1,7,1,6,3
"Mariano Díaz",0,2,0,1,2,6
"Myziane Maolida",NaN,NaN,NaN,NaN,1,0
"Amine Gouiri",NaN,NaN,NaN,NaN,1,0
"Lucas Ocampos",3,5,2,1,2,2
"Florian Thauvin",4,6,7,2,11,16
"Yusuf Sari",NaN,NaN,NaN,NaN,NaN,1
"Clinton N'Jie",0,0,9,1,1,6
"Konstantinos Mitroglou",6,3,1,6,4,1
"Valère Germain",9,3,1,6,5,5
"Allan Saint-Maximin",NaN,0,2,0,3,8
"Bassem Srarfi",NaN,NaN,NaN,3,2,1
"Vincent Marcel",NaN,NaN,NaN,NaN,0,0
"Mario Balotelli",3,7,0,1,1,1
"Alassane Pléa",0,1,9,4,3,5
"Mickaël Le Bihan",2,0,1,1,1,NaN
"François Kamano",NaN,NaN,3,0,4,5
"Malcom",NaN,1,4,1,7,7
"Jonathan Cafú",NaN,6,0,3,11,2
"Martin Braithwaite",4,9,2,2,3,2
"Nicolas de Préville",2,3,3,9,1,3
"Gaëtan Laborde",NaN,NaN,2,1,5,0
"Alexandre Mendy",NaN,NaN,0,0,0,0
"Max Gradel",2,5,5,5,0,2
"Jimmy Durmaz",2,4,7,10,1,1
"Corentin Jean",0,3,2,1,5,3
"Firmin Mubele",0,0,NaN,1,4,3
"Andy Delort",1,8,5,2,1,4
"Ola Toivonen",4,6,0,3,4,1
"Yaya Sanogo",1,1,3,1,0,2
"Ismaïla Sarr",NaN,NaN,NaN,NaN,5,4
"Diafra Sakho",0,3,2,1,0,1
"Brandon",0,0,0,3,4,1
"Luiz Araújo",NaN,NaN,NaN,3,0,1
"Imad Faraj",NaN,NaN,NaN,NaN,NaN,1
"Nicolas Pepe",NaN,NaN,0,0,2,3
"Anwar El Ghazi",0,0,9,3,5,4
"Ezequiel Ponce",NaN,2,1,4,1,1
"Lebo Mothiba",NaN,NaN,NaN,NaN,0,2
"Yassine El Ghanassy",3,2,15,3,7,0
"Alexis Alégué",NaN,NaN,NaN,0,0,NaN
"Emiliano Sala",NaN,3,3,3,5,3
"Kalifa Coulibaly",NaN,NaN,1,4,3,3
"Prejuce Nakoulma",2,6,8,2,1,0
"Kolbeinn Sigthórsson",2,2,5,0,0,NaN
"Yacine Bammou",NaN,NaN,4,3,1,0
"Randal Kolo Muani",NaN,NaN,NaN,NaN,0,0
"Santy Ngom",NaN,NaN,NaN,NaN,NaN,0
"Paul-Georges Ntep",4,4,7,3,7,1
"Kévin Monnet-Paquet",7,4,1,2,4,1
"Jonathan Bamba",NaN,NaN,0,3,2,7
"Romain Hamouma",5,4,13,3,10,1
"Oussama Tannane",1,3,5,5,1,3
"Robert Beric",3,11,7,7,0,0
"Keagan Dolly",1,3,2,9,2,2
"Jonathan Ikoné",NaN,NaN,0,0,1,0
"Isaac Mbenza",NaN,NaN,0,3,1,2
"Souleymane Camara",4,2,3,6,4,1
"Giovanni Sio",3,4,1,7,1,1
"Casimir Ninga",NaN,NaN,NaN,4,2,0
"Jérémie Porsan-Clemente",NaN,0,0,0,NaN,0
"Naïm Sliti",1,NaN,0,5,3,4
"Wesley Saïd",0,0,3,1,0,4
"Chang-hun Kwon",0,0,0,3,0,3
"Benjamin Jeannot",1,2,6,2,1,1
"Julio Tavarès",2,2,7,4,4,2
"Marcus Coco",NaN,NaN,0,2,3,2
"Nicolas Benezet",8,2,1,4,1,3
"Abdoul Camara",2,1,2,1,3,1
"Thibault Giresse",7,4,4,4,1,0
"Yannis Salibur",6,0,0,6,6,1
"Yeni N'Gbakoto",0,5,3,11,4,1
"Jimmy Briand",1,7,8,7,6,2
"Marcus Thuram",NaN,NaN,0,1,1,2
"Nathaël Julan",NaN,NaN,NaN,0,0,0
"Hervé Bazile",NaN,NaN,3,3,3,1
"Jordan N'Kololo",0,4,1,0,3,0
"Jan Repas",NaN,NaN,NaN,1,4,2
"Timo Stavitski",NaN,NaN,NaN,0,5,0
"Ronny Rodelin",6,3,3,2,4,3
"Ivan Santini",3,10,4,1,2,1
"Enzo Crivelli",NaN,0,1,5,1,3
"Christian Kouakou",0,3,1,2,3,1
"Thomas Touré",NaN,0,5,4,1,0
"Billy Ketkeophomphone",2,6,4,7,0,0
"Gilles Sunu",0,1,2,1,0,1
"Wilfried Kanga",NaN,NaN,NaN,0,0,0
"Karl Toko Ekambi",NaN,NaN,2,1,5,4
"Baptiste Guillaume",0,NaN,1,0,5,2
"Goran Karanovic",0,4,1,0,3,NaN
"Férébory Doré",6,5,1,0,0,1
"Martin Terrier",NaN,NaN,NaN,NaN,0,4
"Idriss Saadi",1,0,2,0,2,0
"Nuno Da Costa",NaN,0,NaN,0,3,3
"Stéphane Bahoken",0,0,0,1,4,0
"Jérémy Blayac",1,1,0,1,4,1
"Hyun-Jun Suk",0,1,0,9,5,1
"Adama Niane",0,NaN,1,NaN,5,2
"Jonathan Tinhan",2,0,0,0,2,0
"Raphaël Cacérès",1,4,1,3,0,0
"Mamadou Sissako",NaN,0,NaN,0,0,0
"Mathieu Dossevi",6,5,3,15,6,11
"Opa Nguette",1,0,2,1,3,0
"Ablie Jallow",NaN,NaN,0,NaN,NaN,0
"Nolan Roux",4,7,3,8,1,1
"Ibrahima Niane",NaN,NaN,NaN,NaN,NaN,1
"Emmanuel Rivière",3,2,1,0,1,2
"Stiven Mendoza",2,2,3,0,3,0
"Moussa Konaté",0,3,6,9,6,1
"Lacina Traoré",8,1,1,2,1,2
"Quentin Cornette",NaN,NaN,0,1,0,0
"Bachibou Koita",NaN,NaN,0,NaN,0,0
"Douglas Costa",3,14,7,18,9,6
"Federico Bernardeschi",0,7,2,6,5,7
"Juan Cuadrado",7,11,4,8,10,5
"Gonzalo Higuaín",9,12,11,3,4,5
"Mario Mandzukic",4,10,5,6,8,3
"Lorenzo Insigne",9,11,6,11,12,11
"Adam Ounas",NaN,NaN,NaN,3,3,1
"Leandrinho",NaN,NaN,0,NaN,3,1
"José Callejón",6,11,7,13,17,10
"Dries Mertens",21,12,12,7,15,12
"Arkadiusz Milik",5,0,10,12,1,0
"Ivan Perisic",2,7,9,6,12,6
"Antonio Candreva",13,10,15,5,11,8
"Yann Karamoh",NaN,NaN,NaN,NaN,4,0
"Mauro Icardi",4,2,9,4,7,1
"Andrea Pinamonti",NaN,NaN,0,0,1,3
"Diego Perotti",1,2,6,9,10,3
"Stephan El Shaarawy",8,0,3,3,10,7
"Cengiz Ünder",NaN,NaN,5,4,7,1
"Gerson",NaN,0,4,0,1,0
"Edin Dzeko",7,16,4,6,15,5
"Patrik Schick",NaN,0,0,1,5,0
"Grégoire Defrel",3,5,6,6,5,0
"Fabio Borini",1,5,2,2,0,7
"Suso",4,9,1,2,11,12
"Nnamdi Oduamadi",3,3,2,6,0,1
"André Silva",NaN,0,2,6,8,2
"Nikola Kalinic",3,2,2,7,4,6
"Patrick Cutrone",NaN,0,0,3,3,4
"Nani",6,0,8,13,8,2
"Pedro Neto",NaN,NaN,NaN,NaN,0,1
"Ciro Immobile",3,3,3,5,6,10
"Felipe Caicedo",1,1,2,0,2,3
"Filip Djordjevic",3,4,3,2,0,0
"Brayan Perea",2,4,0,0,0,NaN
"Rafik Zekhnini",NaN,NaN,3,7,2,0
"Federico Chiesa",NaN,NaN,0,3,4,5
"Gil Dias",NaN,NaN,0,1,7,2
"Giovanni Simeone",0,2,1,0,2,4
"Diego Falcinelli",6,2,3,2,4,0
"Cyril Théréau",6,1,1,3,2,4
"Andrea Petagna",0,3,3,0,9,6
"Andreas Cornelius",6,0,1,2,9,1
"Álex Berenguer",NaN,NaN,0,4,7,3
"Iago Falque",11,4,6,2,8,8
"Simone Edera",NaN,NaN,0,7,0,0
"Andrea Belotti",0,4,2,6,8,3
"M'Baye Niang",1,3,3,5,5,3
"DuvĂĄn Zapata",1,2,3,4,5,5
"Dawid Kownacki",NaN,4,3,1,3,3
"Fabio Quagliarella",5,2,4,3,4,5
"Antonino Ragusa",5,6,3,8,5,2
"Nicholas Pierini",NaN,NaN,0,5,5,1
"Domenico Berardi",6,6,13,8,11,2
"Matteo Politano",0,3,7,2,8,3
"Khouma Babacar",0,8,2,1,3,2
"Alessandro Matri",2,1,7,3,0,1
"Rodrigo de Paul",2,4,4,1,4,7
"Svante Ingelsson",NaN,0,1,1,1,1
"Kevin Lasagna",NaN,NaN,3,4,5,6
"Stipe Perica",1,1,1,0,1,1
"Rodrigo Aguirre",0,3,0,2,8,NaN
"Maxi López",2,2,3,3,0,2
"Iuri Medeiros",1,2,8,13,9,1
"Gianluca Lapadula",2,3,9,12,4,0
"Giuseppe Rossi",0,5,NaN,5,1,0
"Andrej Galabinov",0,4,2,5,10,2
"Eddy Salcedo",NaN,NaN,NaN,NaN,0,1
"Ladislav Krejcí",8,6,6,9,8,1
"Simone Verdi",4,7,3,1,5,7
"Riccardo Orsolini",NaN,NaN,NaN,10,6,2
"Federico Di Francesco",0,0,4,5,4,2
"Mattia Destro",3,2,0,2,2,4
"Felipe Avenatti",3,3,5,4,3,0
"Rodrigo Palacio",8,7,9,4,3,2
"Leonardo Pavoletti",3,6,4,3,0,1
"Marco Sau",4,2,4,7,4,0
"Kwang-Song Han",NaN,NaN,NaN,NaN,0,4
"Niccolò Giannetti",3,2,2,8,0,0
"Damir Ceter",NaN,NaN,NaN,NaN,0,0
"Emanuele Giaccherini",4,4,1,1,0,1
"Emanuel Vignato",NaN,NaN,NaN,0,2,2
"Roberto Inglese",0,2,2,3,4,2
"Mariusz Stepinski",4,3,4,3,4,0
"Sergio Pellissier",0,0,1,0,2,1
"Alberto Paloschi",0,3,3,1,0,1
"Federico Bonazzoli",NaN,0,0,0,2,0
"Mirco Antenucci",3,2,3,6,7,5
"Marco Borriello",1,1,2,4,1,0
"Sergio Floccari",7,1,0,1,0,1
"Seung-Woo Lee",NaN,NaN,NaN,0,2,0
"Rolando Aarons",0,1,1,1,0,1
"Daniele Verde",0,0,4,1,5,3
"Alessio Cerci",12,11,7,2,0,4
"Enrico Bearzotti",NaN,0,0,0,3,0
"Moise Kean",NaN,NaN,0,0,5,0
"Bruno Petkovic",0,0,1,8,0,2
"Marco D'Alessandro",10,5,1,3,1,1
"Guilherme",7,0,2,11,8,2
"Vittorio Parigini",0,1,5,1,1,0
"Cristiano Lombardi",0,2,1,2,0,1
"Pietro Iemmello",1,2,3,6,0,1
"Massimo Coda",0,6,4,2,8,2
"Cheick Diabaté",3,1,2,5,2,0
"Adrian Stoian",1,2,4,6,3,3
"Federico Ricci",0,0,1,8,0,2
"Andrea Nalini",NaN,0,11,1,2,2
"Moussa Diaby",NaN,NaN,NaN,NaN,1,5
"Marcello Trotta",6,3,4,5,5,3
"Ante Budimir",7,5,4,4,0,0
"Marco Tumminello",NaN,NaN,0,2,4,0
"Simy",0,0,3,5,0,1
"Henry Onyekuru",NaN,NaN,NaN,2,9,0
"Francis Amuzu",NaN,NaN,NaN,0,0,0
"Lazar Markovic",10,5,1,3,0,1
"Alexandru Chipciu",10,6,18,3,13,1
"Massimo Bruno",9,9,8,3,5,3
"Lukasz Teodorczyk",11,9,2,0,5,4
"Silvere Ganvoula",0,0,0,1,2,1
"Lior Refaelov",10,14,18,5,3,3
"Thibault Vlietinck",NaN,NaN,0,NaN,3,0
"Emmanuel Dennis",NaN,NaN,NaN,NaN,1,4
"Wesley",NaN,NaN,NaN,5,2,2
"Abdoulay Diaby",2,2,6,9,3,6
"Jelle Vossen",7,9,3,3,8,3
"Krépin Diatta",NaN,NaN,NaN,NaN,8,0
"Leandro Trossard",0,0,1,7,6,2
"Holly Tshimanga",NaN,NaN,0,NaN,0,NaN
"Dieumerci Ndongala",0,4,5,2,3,1
"Edon Zhegrova",NaN,NaN,NaN,NaN,NaN,2
"Dante Vanzeir",NaN,NaN,NaN,NaN,0,0
"Thomas Buffel",17,9,6,10,8,3
"Marcus Ingvartsen",0,0,0,2,4,0
"Mbwana Samatta",1,2,2,3,6,3
"Moses Simon",NaN,3,11,4,7,2
"Aboubakary Koita",NaN,NaN,NaN,0,0,0
"Samuel Kalu",NaN,NaN,NaN,2,14,8
"Yuya Kubo",0,5,3,5,4,2
"Mamadou Sylla",0,0,2,0,11,4
"Roman Yaremchuk",NaN,1,1,0,2,2
"Rangelo Janga",1,0,NaN,2,4,5
"Edmílson Junior",0,1,0,6,6,2
"Paul-José Mpoku",8,9,8,0,4,6
"Moussa Djenepo",NaN,NaN,NaN,NaN,NaN,1
"Mehdi Carcela-González",7,3,2,7,1,4
"Duje Cop",4,8,4,3,3,2
"Renaud Emond",NaN,0,1,1,1,3
"Hassane Bandé",NaN,NaN,NaN,NaN,NaN,2
"Clément Tainmont",7,2,6,9,8,2
"Andy Kawaya",NaN,1,10,0,NaN,0
"Abou Ouattara",NaN,NaN,NaN,NaN,NaN,0
"Fatos Beqiraj",6,8,8,3,5,2
"Nicolas Verdier",1,0,3,5,3,1
"Nicklas Pedersen",2,3,1,0,1,0
"Knowledge Musona",1,2,1,6,5,6
"Ibrahima Conté",3,8,6,2,0,0
"Nicolas Rajsel",NaN,0,0,0,7,0
"Richairo Zivkovic",0,0,2,3,4,2
"Zinho Gano",0,0,0,1,5,3
"Joseph Akpala",3,0,5,1,2,2
"Theo Bongonda",NaN,3,2,2,6,3
"Nill De Pauw",6,9,6,0,2,4
"Alessandro Cordaro",12,11,2,3,4,1
"Aaron Leya Iseka",NaN,0,2,0,2,1
"Peter Olayinka",0,NaN,0,7,3,9
"Ivan Saponjic",NaN,0,2,0,0,2
"Hamdi Harbaoui",13,1,0,0,1,1
"Ivo Rodrigues",0,3,4,6,3,2
"Jonathan Pitroipa",7,4,11,14,2,0
"Romain Habran",NaN,NaN,1,5,0,0
"Stallone Limbombe",NaN,0,0,3,4,2
"Obbi Oulare",NaN,NaN,4,0,3,1
"Joaquín Ardaiz",NaN,NaN,NaN,0,2,2
"William Owusu Acheampong",2,NaN,0,0,1,3
"Björn Vleminckx",0,0,2,2,1,0
"Kafoumba Touré",NaN,NaN,1,0,0,0
"Roberto Núñez",NaN,0,0,1,0,0
"Amara Baby",1,2,4,3,1,3
"Mamadou Fall",NaN,0,0,5,4,2
"Romain Grange",2,1,0,1,5,6
"Jordan Remacle",10,8,3,8,2,0
"Kaveh Rezaei",1,2,6,6,13,6
"Chris Bedia",NaN,NaN,0,1,3,1
"David Pollet",1,3,0,4,2,1
"Igor Vetokele",2,2,9,1,6,0
"Cristian Ceballos",7,3,0,0,5,0
"Elton Acolatse",0,2,6,4,3,0
"Jonathan Legear",1,1,0,1,3,6
"Jordan Botaka",NaN,4,7,1,2,2
"Yohan Boli",NaN,0,NaN,0,2,2
"Chuba Akpom",2,4,2,1,2,1
"Babacar Gueye",NaN,NaN,0,2,2,1
"Kurt Abrahams",NaN,NaN,NaN,NaN,1,0
"Nana Opoku Ampomah",NaN,NaN,NaN,NaN,1,3
"Aleksandar Boljevic",2,1,1,4,6,4
"Tuur Dierckx",0,0,2,3,6,2
"Floriano Vanzo",0,1,0,3,0,0
"Olivier Myny",NaN,NaN,0,3,3,0
"Isaac Thelin",6,3,5,0,3,5
"Ryan Mmaee",NaN,NaN,NaN,1,1,5
"Cherif Ndiaye",NaN,NaN,NaN,NaN,0,0
"Steve De Ridder",1,6,3,4,6,4
"Bob Straetman",NaN,NaN,NaN,NaN,1,1
"Mohamed Ofkir",NaN,NaN,2,5,1,NaN
"Guus Hupperts",3,6,3,5,5,3
"Marko Miric",0,3,5,5,3,1
"Yusuf Lawal",NaN,NaN,NaN,NaN,NaN,0
"Tom De Sutter",5,4,6,0,4,4
"Jean Alassane Mendy",2,4,3,2,1,0
"Lewis Enoh",NaN,0,1,0,0,0
"Idir Ouali",5,7,0,0,6,8
"Teddy Chevalier",4,5,13,2,2,6
"Jérémy Perbet",6,3,0,1,3,1
"Athanasios Papazoglou",4,6,3,4,3,0
"Fabrice Olinga",0,0,0,1,0,6
"Dorin Rotariu",0,6,8,5,5,3
"Jonathan Bolingi",NaN,0,0,1,0,2
"Taiwo Awoniyi",NaN,2,NaN,1,2,6
"Mario Jelavic",0,NaN,0,0,0,0
"Yanis Mbombo",NaN,0,1,0,0,0
"Clément Petit",NaN,NaN,NaN,0,NaN,0
"Eric Ocansey",NaN,NaN,NaN,0,6,2
"Florian Raspentino",1,3,4,0,0,0
"Mbaye Leye",8,1,2,4,6,4
"Mamadou Koné",6,0,1,3,0,0
"Moussa Diallo",NaN,NaN,NaN,0,NaN,0
"Damien Mouchamps",NaN,NaN,0,0,1,0
"Yacine Brahimi",2,3,10,10,4,10
"Jesús Corona",4,0,5,5,9,5
"Hernâni",0,0,8,7,7,1
"Vincent Aboubakar",2,8,4,3,4,6
"Tiquinho Soares",NaN,NaN,0,2,4,6
"Gonçalo Paciência",0,0,3,3,0,7
"Gelson Martins",NaN,NaN,10,4,13,10
"Daniel Podence",0,0,2,8,6,8
"Bas Dost",3,1,7,2,7,4
"Seydou Doumbia",2,9,5,5,2,2
"Franco Cervi",NaN,0,6,5,7,10
"Diogo Gonçalves",NaN,NaN,1,5,11,2
"Eduardo Salvio",11,4,11,0,10,5
"Rafa Silva",0,3,6,8,6,3
"Andrija Zivkovic",0,1,4,8,11,5
"RaĂşl JimĂŠnez",9,1,4,5,3,4
"Jonas",6,1,8,18,6,6
"Haris Seferovic",6,2,8,5,0,2
"Ahmed Hassan",0,2,2,8,5,2
"Dyego Sousa",1,1,3,3,3,2
"Raphinha",NaN,NaN,0,0,7,5
"Héldon",0,5,1,4,6,9
"Fábio Sturgeon",0,1,4,6,2,3
"Hélder Ferreira",NaN,NaN,NaN,0,3,3
"Welthon",NaN,1,NaN,NaN,6,0
"Junior Tallo",0,1,0,4,0,5
"Sebastián Rincón",0,NaN,5,3,2,0
"Óscar Estupiñán",NaN,NaN,1,0,NaN,5
"Rafael Martins",NaN,1,0,1,1,2
"Hélder Guedes",0,0,1,3,2,4
"Ricardo Valente",NaN,1,1,3,0,3
"Gevorg Ghazaryan",3,1,2,3,3,0
"Ibson",0,NaN,0,0,4,3
"Edgar Costa",0,0,6,8,7,3
"Rodrigo Pinho",NaN,NaN,NaN,0,0,2
"Joel Tagueu",NaN,1,0,0,0,0
"Everton",NaN,NaN,NaN,NaN,NaN,2
"André Claro",0,0,0,2,4,1
"Matheus Índio",NaN,NaN,0,0,2,0
"Jorman Aguilar",NaN,0,1,NaN,1,1
"Allano Lima",NaN,NaN,0,0,5,1
"Ewandro Costa",NaN,0,1,2,0,1
"Victor Andrade",0,0,0,4,0,0
"Kléber",0,0,4,0,3,0
"Bruno Gomes",NaN,0,0,1,2,1
"Jorginho",NaN,0,1,0,3,1
"Davidson",NaN,NaN,NaN,1,6,6
"Matheus Pereira",NaN,1,3,6,7,3
"Perdigão",0,0,2,4,4,0
"William",3,7,1,5,2,1
"Platiny",0,0,1,6,1,1
"Shoya Nakajima",1,2,1,4,7,6
"Wilson Manafá",NaN,0,3,1,3,3
"Wellington Carvalho",NaN,NaN,NaN,0,3,5
"Tabata",NaN,NaN,NaN,NaN,2,4
"Fabrício",0,0,1,5,1,6
"Rui Costa",NaN,NaN,NaN,NaN,2,3
"Pires",0,0,2,5,5,2
"Yannick Djaló",0,1,0,7,NaN,NaN
"André Pereira",NaN,NaN,0,NaN,1,5
"Edinho",2,2,0,3,0,3
"Allef",NaN,NaN,NaN,NaN,NaN,0
"Nathan",NaN,1,NaN,3,3,0
"Diogo Viana",1,4,7,1,1,1
"Licá",3,5,3,4,2,1
"Benny",NaN,NaN,NaN,NaN,0,1
"Maurides",0,0,NaN,3,3,3
"Yazalde",1,2,0,5,0,0
"Tiago Caeiro",1,0,1,3,0,0
"Kuca",NaN,0,3,1,1,0
"Mateus",2,0,NaN,1,7,1
"Renato Santos",0,0,5,6,2,1
"Ricardo Clarke",0,0,0,13,0,0
"Rui Pedro",NaN,NaN,0,0,2,1
"Leonardo Ruiz",NaN,NaN,0,1,4,1
"Iván Bulos",0,NaN,1,0,0,1
"Yusupha Njie",NaN,0,0,0,0,0
"Idé Colubali",NaN,NaN,NaN,NaN,0,NaN
"Hêndrio",NaN,NaN,NaN,NaN,NaN,1
"Awer Mabil",0,2,2,0,6,3
"Bruno Moreira",0,1,1,5,NaN,4
"Luiz Phellype",0,0,2,0,0,0
"Rabiola",0,1,4,2,NaN,NaN
"Arsénio",1,1,5,8,6,1
"Bilel Aouacheria",NaN,NaN,3,1,4,2
"Ousmane Dramé",1,0,2,0,0,0
"Zizo",NaN,0,3,2,5,1
"Edno",5,1,2,NaN,0,2
"Ronaldo Peña",NaN,NaN,NaN,NaN,NaN,2
"Murilo",NaN,NaN,NaN,NaN,2,3
"Tyler Boyd",1,3,1,1,5,2
"Juan Delgado",0,NaN,5,3,1,1
"Miguel Cardoso",NaN,NaN,NaN,2,4,3
"Harramiz",NaN,0,3,2,2,1
"Tomané",0,4,11,3,4,7
"Heliardo",1,NaN,NaN,1,1,3
"Luís Machado",0,0,0,0,7,1
"Edson Farias",3,1,2,1,0,2
