"soccerplayers","age","current club","current league","foot","height","nationality","position",
"Shikoze Udoji",31,"Platanias Chania","Super League","both",172.0,"Bulgaria  Nigeria","CF"	
"Antonis Petropoulos",32,"Platanias Chania","Super League","left",191.0,"Greece","CF"	
"Piotr Grzelczak",30,"Platanias Chania","Super League","right",186.0,"Poland","CF"	
"Wanderson",24,"PAS Lamia 1964","Super League","both",164.0,"Brazil","W"	
"Nikolaos Tsoukalos",25,"PAS Lamia 1964","Super League","left",183.0,"Greece","W"	
"Michalis Frangos",27,"PAS Lamia 1964","Super League","right",179.0,"Greece","W"	
"Evgen Budnik",27,"PAS Lamia 1964","Super League","right",185.0,"Ukraine","CF"	
"Nikola Asceric",26,"PAS Lamia 1964","Super League","right",193.0,"Serbia","CF"	
"Vangelis Patsarouchas",19,"PAS Lamia 1964","Super League","",0,"Greece","CF"	
"Petros Giakoumakis",25,"APO Levadiakos","Super League","both",179.0,"Greece","W"	
"Mohamed Youssouf",29,"APO Levadiakos","Super League","left",168.0,"Comoros  France","W"	
"Chahir Belghazouani",31,"APO Levadiakos","Super League","left",180.0,"Morocco  France","W"	
"Souleymane Sawadogo",25,"APO Levadiakos","Super League","right",171.0,"Burkina Faso  Cote d'Ivoire","W"	
"Marko Markovski",31,"APO Levadiakos","Super League","both",191.0,"Serbia","CF"	
"Fotis Ioannidis",18,"APO Levadiakos","Super League","both",186.0,"Greece","CF"	
"Neymar",26,"Paris Saint-Germain","Ligue 1","both",175.0,"Brazil","W"	
"Julian Draxler",24,"Paris Saint-Germain","Ligue 1","right",187.0,"Germany","W"	
"Kylian Mbappé",19,"Paris Saint-Germain","Ligue 1","right",178.0,"France  Cameroon","W"	
"Ángel Di María",30,"Paris Saint-Germain","Ligue 1","left",180.0,"Argentina  Italy","W"	
"Edinson Cavani",31,"Paris Saint-Germain","Ligue 1","right",184.0,"Uruguay  Italy","CF"	
"Thomas Lemar",22,"AS Monaco","Ligue 1","left",170.0,"France  Guadeloupe","W"	
"Keita Baldé",23,"AS Monaco","Ligue 1","both",184.0,"Senegal  Spain","W"	
"Gabriel Boschilia",22,"AS Monaco","Ligue 1","left",172.0,"Brazil  Italy","W"	
"Rony Lopes",22,"AS Monaco","Ligue 1","left",174.0,"Portugal  Brazil","W"	
"Rachid Ghezzal",25,"AS Monaco","Ligue 1","left",182.0,"Algeria  France","W"	
"Jordi Mboula",18,"AS Monaco","Ligue 1","right",183.0,"Spain  Congo","W"	
"Falcao",32,"AS Monaco","Ligue 1","right",177.0,"Colombia","CF"	
"Stevan Jovetic",28,"AS Monaco","Ligue 1","right",183.0,"Montenegro  Serbia","CF"	
"Adama Diakhaby",21,"AS Monaco","Ligue 1","left",184.0,"France  Senegal","CF"	
"Pietro Pellegri",16,"AS Monaco","Ligue 1","right",188.0,"Italy","CF"	
"Memphis Depay",24,"Olympique Lyon","Ligue 1","right",176.0,"Netherlands  Ghana","W"	
"Willem Geubbels",16,"Olympique Lyon","Ligue 1","right",185.0,"France  Netherlands","W"	
"Maxwel Cornet",21,"Olympique Lyon","Ligue 1","left",179.0,"Cote d'Ivoire  France","W"	
"Bertrand Traoré",22,"Olympique Lyon","Ligue 1","left",181.0,"Burkina Faso","W"	
"Mariano Díaz",24,"Olympique Lyon","Ligue 1","right",182.0,"Dominican Republic  Spain","CF"	
"Myziane Maolida",19,"Olympique Lyon","Ligue 1","right",181.0,"France  Comoros","CF"	
"Amine Gouiri",18,"Olympique Lyon","Ligue 1","right",180.0,"France  Algeria","CF"	
"Lucas Ocampos",23,"Olympique Marseille","Ligue 1","both",187.0,"Argentina","W"	
"Florian Thauvin",25,"Olympique Marseille","Ligue 1","left",179.0,"France","W"	
"Yusuf Sari",19,"Olympique Marseille","Ligue 1","right",168.0,"France  Turkey","W"	
"Clinton N'Jie",24,"Olympique Marseille","Ligue 1","right",175.0,"Cameroon","CF"	
"Konstantinos Mitroglou",30,"Olympique Marseille","Ligue 1","both",188.0,"Greece","CF"	
"Valère Germain",27,"Olympique Marseille","Ligue 1","right",180.0,"France","CF"	
"Allan Saint-Maximin",21,"OGC Nice","Ligue 1","right",173.0,"France  Guadeloupe","W"	
"Bassem Srarfi",20,"OGC Nice","Ligue 1","left",176.0,"Tunisia","W"	
"Vincent Marcel",20,"OGC Nice","Ligue 1","left",180.0,"France  Guadeloupe","W"	
"Mario Balotelli",27,"OGC Nice","Ligue 1","right",189.0,"Italy  Ghana","CF"	
"Alassane Pléa",25,"OGC Nice","Ligue 1","right",181.0,"France  Mali","CF"	
"Mickaël Le Bihan",27,"OGC Nice","Ligue 1","right",184.0,"France","CF"	
"François Kamano",21,"FC Girondins Bordeaux","Ligue 1","right",182.0,"Guinea","W"	
"Malcom",21,"FC Girondins Bordeaux","Ligue 1","left",171.0,"Brazil","W"	
"Jonathan Cafú",26,"FC Girondins Bordeaux","Ligue 1","right",175.0,"Brazil  Bulgaria","W"	
"Martin Braithwaite",26,"FC Girondins Bordeaux","Ligue 1","",177.0,"Denmark  Guyana","CF"	
"Nicolas de Préville",27,"FC Girondins Bordeaux","Ligue 1","right",182.0,"France","CF"	
"Gaëtan Laborde",23,"FC Girondins Bordeaux","Ligue 1","left",181.0,"France","CF"	
"Alexandre Mendy",23,"FC Girondins Bordeaux","Ligue 1","right",184.0,"France  Senegal","CF"	
"Max Gradel",30,"FC Toulouse","Ligue 1","right",175.0,"Cote d'Ivoire  France","W"	
"Jimmy Durmaz",28,"FC Toulouse","Ligue 1","left",180.0,"Sweden  Turkey","W"	
"Corentin Jean",22,"FC Toulouse","Ligue 1","right",170.0,"France","W"	
"Firmin Mubele",23,"FC Toulouse","Ligue 1","right",175.0,"DR Congo","CF"	
"Andy Delort",26,"FC Toulouse","Ligue 1","right",182.0,"France","CF"	
"Ola Toivonen",31,"FC Toulouse","Ligue 1","right",189.0,"Sweden","CF"	
"Yaya Sanogo",25,"FC Toulouse","Ligue 1","right",194.0,"France  Cote d'Ivoire","CF"	
"Ismaïla Sarr",20,"Stade Rennais FC","Ligue 1","right",185.0,"Senegal","CF"	
"Diafra Sakho",28,"Stade Rennais FC","Ligue 1","right",184.0,"Senegal  France","CF"	
"Brandon",23,"Stade Rennais FC","Ligue 1","right",173.0,"Spain","CF"	
"Luiz Araújo",21,"LOSC Lille","Ligue 1","left",175.0,"Brazil","W"	
"Imad Faraj",19,"LOSC Lille","Ligue 1","right",178.0,"Morocco  France","W"	
"Nicolas Pepe",22,"LOSC Lille","Ligue 1","left",183.0,"Cote d'Ivoire  France","W"	
"Anwar El Ghazi",22,"LOSC Lille","Ligue 1","right",189.0,"Netherlands  Morocco","W"	
"Ezequiel Ponce",20,"LOSC Lille","Ligue 1","right",178.0,"Argentina  Italy","CF"	
"Lebo Mothiba",22,"LOSC Lille","Ligue 1","right",182.0,"South Africa","CF"	
"Yassine El Ghanassy",27,"FC Nantes","Ligue 1","right",173.0,"Belgium  Morocco","W"	
"Alexis Alégué",21,"FC Nantes","Ligue 1","left",175.0,"Cameroon  France","W"	
"Emiliano Sala",27,"FC Nantes","Ligue 1","right",187.0,"Argentina  Italy","CF"	
"Kalifa Coulibaly",26,"FC Nantes","Ligue 1","right",197.0,"Mali","CF"	
"Prejuce Nakoulma",30,"FC Nantes","Ligue 1","right",178.0,"Burkina Faso","CF"	
"Kolbeinn Sigthórsson",27,"FC Nantes","Ligue 1","right",186.0,"Iceland","CF"	
"Yacine Bammou",26,"FC Nantes","Ligue 1","right",189.0,"Morocco  France","CF"	
"Randal Kolo Muani",19,"FC Nantes","Ligue 1","right",187.0,"DR Congo  France","CF"	
"Santy Ngom",25,"FC Nantes","Ligue 1","right",182.0,"France  Senegal","CF"	
"Paul-Georges Ntep",25,"AS Saint-Étienne","Ligue 1","right",180.0,"France  Cameroon","W"	
"Kévin Monnet-Paquet",29,"AS Saint-Étienne","Ligue 1","right",184.0,"France  Rwanda","W"	
"Jonathan Bamba",21,"AS Saint-Étienne","Ligue 1","right",175.0,"France  Cote d'Ivoire","W"	
"Romain Hamouma",30,"AS Saint-Étienne","Ligue 1","right",178.0,"France","W"	
"Oussama Tannane",23,"AS Saint-Étienne","Ligue 1","left",178.0,"Morocco  Netherlands","W"	
"Robert Beric",26,"AS Saint-Étienne","Ligue 1","both",188.0,"Slovenia","CF"	
"Keagan Dolly",25,"HSC Montpellier","Ligue 1","left",170.0,"South Africa","W"	
"Jonathan Ikoné",19,"HSC Montpellier","Ligue 1","left",175.0,"France  DR Congo","W"	
"Isaac Mbenza",22,"HSC Montpellier","Ligue 1","right",187.0,"Belgium  DR Congo","W"	
"Souleymane Camara",35,"HSC Montpellier","Ligue 1","right",174.0,"Senegal","W"	
"Giovanni Sio",28,"HSC Montpellier","Ligue 1","left",180.0,"Cote d'Ivoire  France","CF"	
"Casimir Ninga",24,"HSC Montpellier","Ligue 1","right",186.0,"Chad","CF"	
"Jérémie Porsan-Clemente",20,"HSC Montpellier","Ligue 1","right",179.0,"France  Martinique","CF"	
"Naïm Sliti",25,"FCO Dijon","Ligue 1","right",173.0,"Tunisia  France","W"	
"Wesley Saïd",22,"FCO Dijon","Ligue 1","right",171.0,"France  Mauritius","W"	
"Chang-hun Kwon",23,"FCO Dijon","Ligue 1","left",174.0,"Korea South","W"
"Benjamin Jeannot",26,"FCO Dijon","Ligue 1","right",183.0,"France","CF"	
"Julio Tavarès",29,"FCO Dijon","Ligue 1","right",187.0,"Cape Verde  France","CF"	
"Marcus Coco",21,"EA Guingamp","Ligue 1","right",184.0,"France  Guadeloupe","W"	
"Nicolas Benezet",27,"EA Guingamp","Ligue 1","right",170.0,"France","W"	
"Abdoul Camara",28,"EA Guingamp","Ligue 1","left",178.0,"Guinea  France","W"	
"Thibault Giresse",36,"EA Guingamp","Ligue 1","left",172.0,"France","W"	
"Yannis Salibur",27,"EA Guingamp","Ligue 1","left",177.0,"France  DR Congo","W"	
"Yeni N'Gbakoto",26,"EA Guingamp","Ligue 1","right",173.0,"DR Congo  France","W"	
"Jimmy Briand",32,"EA Guingamp","Ligue 1","right",183.0,"France  Martinique","CF"	
"Marcus Thuram",20,"EA Guingamp","Ligue 1","right",192.0,"France  Guadeloupe","CF"	
"Nathaël Julan",21,"EA Guingamp","Ligue 1","right",196.0,"France","CF"	
"Hervé Bazile",27,"SM Caen","Ligue 1","left",181.0,"Haiti  France","W"	
"Jordan N'Kololo",25,"SM Caen","Ligue 1","right",183.0,"DR Congo  France","W"	
"Jan Repas",20,"SM Caen","Ligue 1","both",171.0,"Slovenia","W"	
"Timo Stavitski",18,"SM Caen","Ligue 1","right",180.0,"Finland","W"	
"Ronny Rodelin",28,"SM Caen","Ligue 1","right",192.0,"France","CF"	
"Ivan Santini",28,"SM Caen","Ligue 1","right",190.0,"Croatia","CF"	
"Enzo Crivelli",23,"SM Caen","Ligue 1","right",184.0,"France","CF"	
"Christian Kouakou",27,"SM Caen","Ligue 1","right",182.0,"Cote d'Ivoire","CF"	
"Thomas Touré",24,"SCO Angers","Ligue 1","right",175.0,"Cote d'Ivoire  France","W"	
"Billy Ketkeophomphone",27,"SCO Angers","Ligue 1","right",180.0,"France  Laos","W"	
"Gilles Sunu",26,"SCO Angers","Ligue 1","right",181.0,"Togo  France","W"	
"Wilfried Kanga",20,"SCO Angers","Ligue 1","right",185.0,"Cote d'Ivoire  France","W"	
"Karl Toko Ekambi",25,"SCO Angers","Ligue 1","right",183.0,"Cameroon  France","CF"	
"Baptiste Guillaume",22,"SCO Angers","Ligue 1","right",189.0,"Belgium","CF"	
"Goran Karanovic",30,"SCO Angers","Ligue 1","right",185.0,"Switzerland  Serbia","CF"	
"Férébory Doré",29,"SCO Angers","Ligue 1","right",193.0,"Congo","CF"	
"Martin Terrier",21,"RC Strasbourg Alsace","Ligue 1","right",184.0,"France","W"	
"Idriss Saadi",26,"RC Strasbourg Alsace","Ligue 1","right",180.0,"Algeria  France","CF"	
"Nuno Da Costa",27,"RC Strasbourg Alsace","Ligue 1","right",182.0,"Cape Verde  France","CF"	
"Stéphane Bahoken",25,"RC Strasbourg Alsace","Ligue 1","right",185.0,"France  Cameroon","CF"	
"Jérémy Blayac",34,"RC Strasbourg Alsace","Ligue 1","right",187.0,"France","CF"	
"Hyun-Jun Suk",26,"ES Troyes AC","Ligue 1","right",191.0,"Korea South","CF"
"Adama Niane",24,"ES Troyes AC","Ligue 1","right",183.0,"Mali","CF"	
"Jonathan Tinhan",28,"ES Troyes AC","Ligue 1","right",177.0,"Benin  France","CF"	
"Raphaël Cacérès",30,"ES Troyes AC","Ligue 1","right",187.0,"France","CF"	
"Mamadou Sissako",21,"ES Troyes AC","Ligue 1","right",171.0,"France  Mauritania","CF"	
"Mathieu Dossevi",30,"FC Metz","Ligue 1","right",172.0,"Togo  France","W"	
"Opa Nguette",23,"FC Metz","Ligue 1","right",181.0,"Senegal  France","W"	
"Ablie Jallow",19,"FC Metz","Ligue 1","",166.0,"The Gambia","W"	
"Nolan Roux",30,"FC Metz","Ligue 1","right",182.0,"France","CF"	
"Ibrahima Niane",19,"FC Metz","Ligue 1","",187.0,"Senegal","CF"	
"Emmanuel Rivière",28,"FC Metz","Ligue 1","right",182.0,"France  Martinique","CF"	
"Stiven Mendoza",25,"SC Amiens","Ligue 1","",172.0,"Colombia","W"	
"Moussa Konaté",24,"SC Amiens","Ligue 1","right",183.0,"Senegal","CF"	
"Lacina Traoré",27,"SC Amiens","Ligue 1","right",203.0,"Cote d'Ivoire","CF"	
"Quentin Cornette",24,"SC Amiens","Ligue 1","right",172.0,"France","CF"	
"Bachibou Koita",23,"SC Amiens","Ligue 1","right",180.0,"Niger","CF"	
"Douglas Costa",27,"Juventus FC","Serie A","left",172.0,"Brazil","W"	
"Federico Bernardeschi",24,"Juventus FC","Serie A","left",183.0,"Italy","W"	
"Juan Cuadrado",29,"Juventus FC","Serie A","right",179.0,"Colombia","W"	
"Gonzalo Higuaín",30,"Juventus FC","Serie A","right",184.0,"Argentina  France","CF"	
"Mario Mandzukic",31,"Juventus FC","Serie A","right",190.0,"Croatia","CF"	
"Lorenzo Insigne",26,"SSC Napoli","Serie A","right",163.0,"Italy","W"	
"Adam Ounas",21,"SSC Napoli","Serie A","left",172.0,"Algeria  France","W"	
"Leandrinho",19,"SSC Napoli","Serie A","right",174.0,"Brazil","W"	
"José Callejón",31,"SSC Napoli","Serie A","right",178.0,"Spain","W"	
"Dries Mertens",30,"SSC Napoli","Serie A","right",169.0,"Belgium","CF"	
"Arkadiusz Milik",24,"SSC Napoli","Serie A","left",186.0,"Poland","CF"	
"Ivan Perisic",29,"Inter Milan","Serie A","both",187.0,"Croatia","W"	
"Antonio Candreva",31,"Inter Milan","Serie A","right",181.0,"Italy","W"	
"Yann Karamoh",19,"Inter Milan","Serie A","right",185.0,"France  Cote d'Ivoire","W"	
"Mauro Icardi",25,"Inter Milan","Serie A","right",181.0,"Argentina  Italy","CF"	
"Andrea Pinamonti",18,"Inter Milan","Serie A","right",185.0,"Italy","CF"	
"Diego Perotti",29,"AS Roma","Serie A","right",179.0,"Argentina  Spain","W"	
"Stephan El Shaarawy",25,"AS Roma","Serie A","right",178.0,"Italy  Egypt","W"	
"Cengiz Ünder",20,"AS Roma","Serie A","left",173.0,"Turkey","W"	
"Gerson",20,"AS Roma","Serie A","left",184.0,"Brazil","W"	
"Edin Dzeko",31,"AS Roma","Serie A","both",192.0,"Bosnia-Herzegovina","CF"	
"Patrik Schick",22,"AS Roma","Serie A","left",190.0,"Czech Republic","CF"	
"Grégoire Defrel",26,"AS Roma","Serie A","left",179.0,"France  Martinique","CF"	
"Fabio Borini",26,"AC Milan","Serie A","right",180.0,"Italy","W"	
"Suso",24,"AC Milan","Serie A","left",177.0,"Spain","W"	
"Nnamdi Oduamadi",27,"AC Milan","Serie A","right",175.0,"Nigeria","W"	
"André Silva",22,"AC Milan","Serie A","right",184.0,"Portugal","CF"	
"Nikola Kalinic",30,"AC Milan","Serie A","both",187.0,"Croatia","CF"	
"Patrick Cutrone",20,"AC Milan","Serie A","right",183.0,"Italy","CF"	
"Nani",31,"SS Lazio","Serie A","both",177.0,"Portugal  Cape Verde","W"	
"Pedro Neto",18,"SS Lazio","Serie A","left",172.0,"Portugal","W"	
"Ciro Immobile",28,"SS Lazio","Serie A","right",185.0,"Italy","CF"	
"Felipe Caicedo",29,"SS Lazio","Serie A","left",183.0,"Ecuador  Spain","CF"	
"Filip Djordjevic",30,"SS Lazio","Serie A","left",186.0,"Serbia","CF"	
"Brayan Perea",25,"SS Lazio","Serie A","right",190.0,"Colombia","CF"	
"Rafik Zekhnini",20,"ACF Fiorentina","Serie A","right",179.0,"Norway  Morocco","W"	
"Federico Chiesa",20,"ACF Fiorentina","Serie A","right",175.0,"Italy","W"	
"Gil Dias",21,"ACF Fiorentina","Serie A","left",183.0,"Portugal","W"	
"Giovanni Simeone",22,"ACF Fiorentina","Serie A","right",179.0,"Argentina  Spain","CF"	
"Diego Falcinelli",26,"ACF Fiorentina","Serie A","left",186.0,"Italy","CF"	
"Cyril Théréau",34,"ACF Fiorentina","Serie A","right",189.0,"France","CF"	
"Andrea Petagna",22,"Atalanta BC","Serie A","left",190.0,"Italy","CF"	
"Andreas Cornelius",24,"Atalanta BC","Serie A","left",193.0,"Denmark","CF"	
"Álex Berenguer",22,"Torino FC","Serie A","right",175.0,"Spain","W"	
"Iago Falque",28,"Torino FC","Serie A","left",174.0,"Spain","W"	
"Simone Edera",21,"Torino FC","Serie A","left",174.0,"Italy","W"	
"Andrea Belotti",24,"Torino FC","Serie A","right",181.0,"Italy","CF"	
"M'Baye Niang",23,"Torino FC","Serie A","right",184.0,"Senegal  France","CF"	
"DuvĂĄn Zapata",26,"UC Sampdoria","Serie A","right",189.0,"Colombia","CF"	
"Dawid Kownacki",20,"UC Sampdoria","Serie A","right",186.0,"Poland","CF"	
"Fabio Quagliarella",35,"UC Sampdoria","Serie A","right",182.0,"Italy","CF"	
"Antonino Ragusa",27,"US Sassuolo","Serie A","right",183.0,"Italy","W"	
"Nicholas Pierini",19,"US Sassuolo","Serie A","right",176.0,"Italy","W"	
"Domenico Berardi",23,"US Sassuolo","Serie A","left",183.0,"Italy","W"	
"Matteo Politano",24,"US Sassuolo","Serie A","left",171.0,"Italy","W"	
"Khouma Babacar",24,"US Sassuolo","Serie A","right",185.0,"Senegal","CF"	
"Alessandro Matri",33,"US Sassuolo","Serie A","right",183.0,"Italy","CF"	
"Rodrigo de Paul",23,"Udinese Calcio","Serie A","right",180.0,"Argentina  Italy","W"	
"Svante Ingelsson",19,"Udinese Calcio","Serie A","left",189.0,"Sweden","W"	
"Kevin Lasagna",25,"Udinese Calcio","Serie A","left",181.0,"Italy","CF"	
"Stipe Perica",22,"Udinese Calcio","Serie A","right",192.0,"Croatia","CF"	
"Rodrigo Aguirre",23,"Udinese Calcio","Serie A","left",186.0,"Uruguay","CF"	
"Maxi López",33,"Udinese Calcio","Serie A","right",185.0,"Argentina  Italy","CF"	
"Iuri Medeiros",23,"Genoa CFC","Serie A","left",174.0,"Portugal","W"	
"Gianluca Lapadula",28,"Genoa CFC","Serie A","left",178.0,"Italy  Peru","CF"	
"Giuseppe Rossi",31,"Genoa CFC","Serie A","left",173.0,"Italy  United States","CF"	
"Andrej Galabinov",29,"Genoa CFC","Serie A","right",190.0,"Bulgaria","CF"	
"Eddy Salcedo",16,"Genoa CFC","Serie A","right",188.0,"Italy  Colombia","CF"	
"Ladislav Krejcí",25,"Bologna FC 1909","Serie A","left",178.0,"Czech Republic","W"	
"Simone Verdi",25,"Bologna FC 1909","Serie A","both",174.0,"Italy","W"	
"Riccardo Orsolini",21,"Bologna FC 1909","Serie A","left",183.0,"Italy","W"	
"Federico Di Francesco",23,"Bologna FC 1909","Serie A","right",171.0,"Italy","W"	
"Mattia Destro",26,"Bologna FC 1909","Serie A","right",182.0,"Italy","CF"	
"Felipe Avenatti",24,"Bologna FC 1909","Serie A","left",196.0,"Uruguay  Spain","CF"	
"Rodrigo Palacio",36,"Bologna FC 1909","Serie A","right",176.0,"Argentina  Spain","CF"	
"Leonardo Pavoletti",29,"Cagliari Calcio","Serie A","right",188.0,"Italy","CF"	
"Marco Sau",30,"Cagliari Calcio","Serie A","right",169.0,"Italy","CF"	
"Kwang-Song Han",19,"Cagliari Calcio","Serie A","both",178.0,"Korea North","CF"
"Niccolò Giannetti",26,"Cagliari Calcio","Serie A","right",181.0,"Italy","CF"	
"Damir Ceter",20,"Cagliari Calcio","Serie A","right",188.0,"Colombia","CF"	
"Emanuele Giaccherini",32,"Chievo Verona","Serie A","right",167.0,"Italy","W"	
"Emanuel Vignato",17,"Chievo Verona","Serie A","right",175.0,"Italy  Brazil","W"	
"Roberto Inglese",26,"Chievo Verona","Serie A","right",186.0,"Italy","CF"	
"Mariusz Stepinski",22,"Chievo Verona","Serie A","right",183.0,"Poland","CF"	
"Sergio Pellissier",38,"Chievo Verona","Serie A","right",175.0,"Italy","CF"	
"Alberto Paloschi",28,"SPAL 2013","Serie A","right",183.0,"Italy","CF"	
"Federico Bonazzoli",20,"SPAL 2013","Serie A","left",182.0,"Italy","CF"	
"Mirco Antenucci",33,"SPAL 2013","Serie A","right",180.0,"Italy","CF"	
"Marco Borriello",35,"SPAL 2013","Serie A","left",186.0,"Italy","CF"	
"Sergio Floccari",36,"SPAL 2013","Serie A","right",180.0,"Italy  San Marino","CF"	
"Seung-Woo Lee",20,"Hellas Verona","Serie A","right",173.0,"Korea South","W"
"Rolando Aarons",22,"Hellas Verona","Serie A","left",177.0,"England  Jamaica","W"	
"Daniele Verde",21,"Hellas Verona","Serie A","left",168.0,"Italy","W"	
"Alessio Cerci",30,"Hellas Verona","Serie A","left",180.0,"Italy","W"	
"Enrico Bearzotti",21,"Hellas Verona","Serie A","right",180.0,"Italy","W"	
"Moise Kean",18,"Hellas Verona","Serie A","right",183.0,"Italy  Cote d'Ivoire","CF"	
"Bruno Petkovic",23,"Hellas Verona","Serie A","right",193.0,"Croatia","CF"	
"Marco D'Alessandro",27,"Benevento Calcio","Serie A","right",173.0,"Italy","W"	
"Guilherme",26,"Benevento Calcio","Serie A","left",174.0,"Brazil","W"	
"Vittorio Parigini",21,"Benevento Calcio","Serie A","right",180.0,"Italy","W"	
"Cristiano Lombardi",22,"Benevento Calcio","Serie A","right",180.0,"Italy","W"	
"Pietro Iemmello",26,"Benevento Calcio","Serie A","right",180.0,"Italy","CF"	
"Massimo Coda",29,"Benevento Calcio","Serie A","right",184.0,"Italy","CF"	
"Cheick Diabaté",29,"Benevento Calcio","Serie A","right",194.0,"Mali","CF"	
"Adrian Stoian",27,"FC Crotone","Serie A","both",178.0,"Romania","W"	
"Federico Ricci",23,"FC Crotone","Serie A","left",175.0,"Italy","W"	
"Andrea Nalini",27,"FC Crotone","Serie A","right",180.0,"Italy","W"	
"Moussa Diaby",18,"FC Crotone","Serie A","left",170.0,"France","W"	
"Marcello Trotta",25,"FC Crotone","Serie A","left",188.0,"Italy","CF"	
"Ante Budimir",26,"FC Crotone","Serie A","left",190.0,"Croatia","CF"	
"Marco Tumminello",19,"FC Crotone","Serie A","left",180.0,"Italy","CF"	
"Simy",25,"FC Crotone","Serie A","right",198.0,"Nigeria","CF"	
"Henry Onyekuru",20,"RSC Anderlecht","Jupiler Pro League","both",175.0,"Nigeria","W"	
"Francis Amuzu",18,"RSC Anderlecht","Jupiler Pro League","both",170.0,"Belgium  Ghana","W"	
"Lazar Markovic",24,"RSC Anderlecht","Jupiler Pro League","right",175.0,"Serbia","W"	
"Alexandru Chipciu",28,"RSC Anderlecht","Jupiler Pro League","right",176.0,"Romania","W"	
"Massimo Bruno",24,"RSC Anderlecht","Jupiler Pro League","right",178.0,"Belgium  Italy","W"	
"Lukasz Teodorczyk",26,"RSC Anderlecht","Jupiler Pro League","right",185.0,"Poland","CF"	
"Silvere Ganvoula",21,"RSC Anderlecht","Jupiler Pro League","both",191.0,"Congo","CF"	
"Lior Refaelov",31,"Club Brugge KV","Jupiler Pro League","both",175.0,"Israel  Belgium","W"	
"Thibault Vlietinck",20,"Club Brugge KV","Jupiler Pro League","right",178.0,"Belgium","W"	
"Emmanuel Dennis",20,"Club Brugge KV","Jupiler Pro League","right",174.0,"Nigeria","CF"	
"Wesley",21,"Club Brugge KV","Jupiler Pro League","right",191.0,"Brazil","CF"	
"Abdoulay Diaby",26,"Club Brugge KV","Jupiler Pro League","left",173.0,"Mali  France","CF"	
"Jelle Vossen",28,"Club Brugge KV","Jupiler Pro League","right",180.0,"Belgium","CF"	
"Krépin Diatta",19,"Club Brugge KV","Jupiler Pro League","right",173.0,"Senegal","CF"	
"Leandro Trossard",23,"KRC Genk","Jupiler Pro League","right",172.0,"Belgium","W"	
"Holly Tshimanga",20,"KRC Genk","Jupiler Pro League","",0,"Belgium  DR Congo","W"	
"Dieumerci Ndongala",26,"KRC Genk","Jupiler Pro League","right",170.0,"DR Congo  Belgium","W"	
"Edon Zhegrova",18,"KRC Genk","Jupiler Pro League","left",174.0,"Kosovo  Albania","W"	
"Dante Vanzeir",19,"KRC Genk","Jupiler Pro League","right",175.0,"Belgium","W"	
"Thomas Buffel",37,"KRC Genk","Jupiler Pro League","both",175.0,"Belgium","W"	
"Marcus Ingvartsen",22,"KRC Genk","Jupiler Pro League","left",187.0,"Denmark","CF"	
"Mbwana Samatta",25,"KRC Genk","Jupiler Pro League","both",180.0,"Tanzania","CF"	
"Moses Simon",22,"KAA Gent","Jupiler Pro League","both",168.0,"Nigeria","W"	
"Aboubakary Koita",19,"KAA Gent II","Jupiler Pro League","right",175.0,"Belgium  Senegal","W"	
"Samuel Kalu",20,"KAA Gent","Jupiler Pro League","right",176.0,"Nigeria","W"	
"Yuya Kubo",24,"KAA Gent","Jupiler Pro League","right",178.0,"Japan","CF"	
"Mamadou Sylla",23,"KAA Gent","Jupiler Pro League","right",184.0,"Senegal  Spain","CF"	
"Roman Yaremchuk",22,"KAA Gent","Jupiler Pro League","right",191.0,"Ukraine","CF"	
"Rangelo Janga",25,"KAA Gent","Jupiler Pro League","right",192.0,"Curacao  Netherlands","CF"	
"Edmílson Junior",23,"Standard Liège","Jupiler Pro League","right",180.0,"Brazil  Belgium","W"	
"Paul-José Mpoku",25,"Standard Liège","Jupiler Pro League","right",174.0,"DR Congo  Belgium","W"	
"Moussa Djenepo",19,"Standard Liège","Jupiler Pro League","",0,"Mali","W"	
"Mehdi Carcela-González",28,"Standard Liège","Jupiler Pro League","left",179.0,"Morocco  Belgium","W"	
"Duje Cop",28,"Standard Liège","Jupiler Pro League","right",186.0,"Croatia","CF"	
"Renaud Emond",26,"Standard Liège","Jupiler Pro League","right",186.0,"Belgium","CF"	
"Hassane Bandé",19,"KV Mechelen","Jupiler Pro League","right",178.0,"Burkina Faso","W"	
"Clément Tainmont",32,"KV Mechelen","Jupiler Pro League","left",185.0,"France","W"	
"Andy Kawaya",21,"KV Mechelen","Jupiler Pro League","left",174.0,"Belgium  DR Congo","W"	
"Abou Ouattara",18,"KV Mechelen","Jupiler Pro League","",0,"Burkina Faso","W"	
"Fatos Beqiraj",29,"KV Mechelen","Jupiler Pro League","right",188.0,"Montenegro  Kosovo","CF"	
"Nicolas Verdier",31,"KV Mechelen","Jupiler Pro League","left",187.0,"France","CF"	
"Nicklas Pedersen",30,"KV Mechelen","Jupiler Pro League","right",188.0,"Denmark","CF"	
"Knowledge Musona",27,"KV Oostende","Jupiler Pro League","both",177.0,"Zimbabwe","W"	
"Ibrahima Conté",26,"KV Oostende","Jupiler Pro League","left",177.0,"Guinea  Belgium","W"	
"Nicolas Rajsel",24,"KV Oostende","Jupiler Pro League","right",178.0,"Slovenia  France","W"	
"Richairo Zivkovic",21,"KV Oostende","Jupiler Pro League","right",187.0,"Netherlands  Serbia","CF"	
