"name",12/13,13/14,14/15,15/16,16/17,17/18
"Ilhan Depe",4,1,0,1,1,1
"Trezeguet",0,2,5,0,7,11
"Mbaye Diagne",NaN,7,3,20,6,4
"Bengali-Fodé Koita",3,6,3,1,6,1
"Franck Etoundi",4,7,15,5,0,1
"Adam Stahl",NaN,3,0,4,7,2
"Ahmet Karadayi",NaN,NaN,NaN,NaN,3,8
"Hervé Kage",4,7,3,6,9,1
"Leandrinho",1,5,3,17,12,3
"Marius Alexe",17,0,6,8,0,1
"Ergin Keles",8,11,5,11,8,0
"Yusuf Akbulut",0,4,6,1,3,5
"Sebá",2,8,5,4,7,0
"Marko Marin",3,2,2,2,4,8
"Kevin Mirallas",9,8,11,6,4,1
"Felipe Pardo",2,9,11,8,4,4
"Uros Djurdjevic",9,5,20,2,28,14
"Karim Ansarifard",8,15,0,10,9,14
"Nikolaos Vergos",0,2,5,2,5,1
"Róbert Mak",6,0,8,20,6,5
"Dimitrios Limnios",NaN,NaN,0,0,1,1
"Djalma",5,7,4,7,5,6
"Aleksandar Prijovic",12,6,16,16,18,21
"Efthymios Koulouris",NaN,3,0,6,6,3
"Lazaros Christodoulopoulos",7,2,2,1,8,14
"Marko Livaja",7,4,1,1,7,10
"Sergio Araujo",7,4,25,5,11,11
"Georgios Giakoumakis",0,2,1,2,12,2
"Dimitrios Melikiotis",NaN,0,NaN,1,0,1
"Anthony Mounier",2,3,9,4,2,4
"Giannis Mystakidis",6,0,3,5,6,0
"Anastasios Chatzigiovannis",NaN,NaN,NaN,NaN,1,0
"Dimitrios Emmanouilidis",NaN,NaN,NaN,NaN,NaN,0
"Christos Kountouriotis",NaN,NaN,NaN,NaN,NaN,0
"Guillermo Molins",14,8,2,5,2,7
"Sotiris Pispas",NaN,NaN,NaN,NaN,1,0
"Amr Warda",NaN,0,1,5,7,11
"Bruno",NaN,NaN,7,7,10,1
"Georgios Manousos",14,6,4,7,9,3
"Abiola Dauda",7,13,13,14,13,7
"Nicolas Diguiny",0,NaN,4,4,4,6
"Konstantinos Kotsopoulos",NaN,NaN,NaN,NaN,NaN,1
"Georgios Masouras",NaN,NaN,1,2,6,7
"Srdjan Spiridonovic",9,5,1,6,1,10
"Lazaros Lamprou",NaN,NaN,NaN,0,1,8
"Gerasimos Voukelatos",NaN,NaN,NaN,NaN,0,0
"Samed Yesil",2,1,3,4,1,7
"Fiorin Durmishaj",NaN,NaN,6,1,8,5
"Nicki Bille Nielsen",16,8,2,8,2,3
"Farley Rosa",NaN,1,2,1,5,6
"Ilias Gianniotis",NaN,NaN,NaN,NaN,0,0
"Clésio Baúque",NaN,3,1,0,2,3
"Jorge Díaz",1,1,5,1,1,5
"Vlad Morar",3,0,3,9,10,7
"Georgios Vakrakos",NaN,NaN,NaN,NaN,0,0
"Eugenio Isnaldo",0,0,3,1,0,0
"Gyeol-Hee Jang",NaN,NaN,NaN,NaN,0,
"Nikolaos Kaltsas",4,3,13,5,2,4
"Giannis Kotsiras",NaN,NaN,NaN,NaN,1,0
"Nabil Jaadi",1,2,5,1,0,5
"Giannis Bastianos",NaN,NaN,NaN,NaN,0,1
"Michalis Manias",20,7,9,10,12,8
"Anastasios Douvikas",NaN,NaN,NaN,NaN,NaN,2
"Rooney Wankewai",NaN,NaN,NaN,NaN,3,5
"Enes Dolovac",NaN,NaN,NaN,NaN,2,0
"Georgios Manthatis",NaN,0,0,3,2,0
"Karim Soltani",2,7,10,5,2,2
"Pedro Conde",NaN,4,3,17,14,19
"Philip Hellquist",0,20,4,2,5,0
"Franck Betra",NaN,0,NaN,NaN,NaN,1
"Denis Epstein",2,6,0,0,5,5
"Fábio Nunes",0,0,4,0,0,3
"Alexandros Kontos",8,7,8,9,2,1
"Fotis Georgiou",3,1,0,4,1,1
"Thuram",NaN,15,5,2,7,2
"Nestoras Mytidis",1,10,10,3,4,1
"Georgios Pamlidis",NaN,NaN,0,4,1,3
"Jonathan Bauman",NaN,NaN,NaN,NaN,0,1
"Konstantinos Georgakopoulos",NaN,2,0,0,3,1
"Christos Albanis",4,4,4,1,9,5
"Savvas Siatravanis",4,4,3,8,13,0
"Enver Alivodic",10,9,7,2,8,7
"Darren Maatsen",0,1,4,4,5,0
"Anthony Stokes",7,21,8,10,8,11
"Eli Elbaz",0,0,NaN,2,10,3
"Gonzalo Castillejos",4,2,0,0,6,1
"Kike Boula",0,NaN,3,2,3,1
"Brito",3,1,5,0,1,4
"Petar Djurickovic",0,0,1,4,2,0
"Panagiotis Triadis",0,3,0,0,2,3
"Erik Jendrisek",0,2,10,14,1,9
"Matías Castro",NaN,1,10,0,0,5
"Nikolaos Sampanidis",NaN,NaN,NaN,NaN,NaN,0
"Milos Deletic",1,2,7,2,0,4
"Nemanja Mladenovic",1,2,3,8,3,1
"Konstantinos Makris",NaN,NaN,NaN,NaN,0,0
"Thomas Nazlidis",5,4,4,5,9,7
"Sandi Krizman",5,7,0,3,8,8
"Emanuel Perrone",11,4,6,5,4,2
"Filip Kasalica",7,3,0,4,2,1
"Giannis Papanikolaou",NaN,NaN,NaN,NaN,0,1
"Gurjinder Singh",NaN,NaN,NaN,NaN,NaN,0
"Clarck N'Sikulu",1,3,5,0,1,5
"Shikoze Udoji",6,12,15,6,3,0
"Antonis Petropoulos",5,12,4,0,9,3
"Piotr Grzelczak",1,7,4,6,6,1
"Wanderson",3,NaN,3,9,2,3
"Nikolaos Tsoukalos",1,1,2,2,0,2
"Michalis Frangos",0,15,5,9,13,0
"Evgen Budnik",8,1,0,3,4,1
"Nikola Asceric",0,3,1,8,4,1
"Vangelis Patsarouchas",NaN,NaN,NaN,NaN,0,0
"Petros Giakoumakis",NaN,NaN,1,8,8,8
"Mohamed Youssouf",0,0,6,1,1,2
"Chahir Belghazouani",6,0,3,0,0,2
"Souleymane Sawadogo",NaN,0,3,0,1,0
"Marko Markovski",9,1,6,8,8,4
"Fotis Ioannidis",NaN,NaN,NaN,NaN,NaN,0
"Neymar",0,15,39,31,20,29
"Julian Draxler",13,6,2,9,10,4
"Kylian Mbappé",NaN,NaN,0,1,26,17
"Ángel Di María",9,11,4,15,14,17
"Edinson Cavani",38,25,31,25,49,33
"Thomas Lemar",NaN,0,1,5,14,3
"Keita Baldé",11,11,4,5,16,8
"Gabriel Boschilia",NaN,2,1,2,8,0
"Rony Lopes",5,11,3,3,6,11
"Rachid Ghezzal",1,0,0,10,3,2
"Jordi Mboula",NaN,NaN,NaN,0,8,4
"Falcao",34,11,6,1,30,23
"Stevan Jovetic",13,6,5,7,7,9
"Adama Diakhaby",NaN,NaN,NaN,NaN,5,3
"Pietro Pellegri",NaN,NaN,NaN,0,9,2
"Memphis Depay",10,14,28,7,5,12
"Willem Geubbels",NaN,NaN,NaN,NaN,NaN,0
"Maxwel Cornet",0,0,0,12,10,4
"Bertrand Traoré",NaN,3,18,5,13,11
"Mariano Díaz",1,15,5,27,5,18
"Myziane Maolida",NaN,NaN,NaN,NaN,2,3
"Amine Gouiri",NaN,NaN,NaN,NaN,0,0
"Lucas Ocampos",5,7,5,4,3,13
"Florian Thauvin",10,10,5,5,15,18
"Yusuf Sari",NaN,NaN,NaN,NaN,NaN,0
"Clinton N'Jie",0,0,8,0,4,7
"Konstantinos Mitroglou",20,19,19,25,27,8
"Valère Germain",14,5,5,14,17,15
"Allan Saint-Maximin",NaN,0,0,1,3,3
"Bassem Srarfi",NaN,NaN,NaN,3,4,3
"Vincent Marcel",NaN,NaN,NaN,NaN,0,1
"Mario Balotelli",15,18,4,3,17,22
"Alassane Pléa",0,4,3,6,14,15
"Mickaël Le Bihan",9,9,18,1,3,
"François Kamano",NaN,NaN,4,4,8,3
"Malcom",NaN,2,5,2,9,8
"Jonathan Cafú",NaN,6,1,9,14,2
"Martin Braithwaite",11,11,6,14,12,6
"Nicolas de Préville",6,5,5,8,14,5
"Gaëtan Laborde",NaN,NaN,4,9,13,3
"Alexandre Mendy",NaN,NaN,3,6,6,4
"Max Gradel",3,5,17,1,1,8
"Jimmy Durmaz",5,6,5,7,3,3
"Corentin Jean",4,4,10,7,2,0
"Firmin Mubele",0,5,NaN,4,11,6
"Andy Delort",1,25,2,13,9,5
"Ola Toivonen",10,10,7,3,7,2
"Yaya Sanogo",10,0,2,3,4,4
"Ismaïla Sarr",NaN,NaN,NaN,NaN,5,4
"Diafra Sakho",1,20,12,7,1,7
"Brandon",1,0,9,6,13,1
"Luiz Araújo",NaN,NaN,NaN,2,2,4
"Imad Faraj",NaN,NaN,NaN,NaN,NaN,0
"Nicolas Pepe",NaN,NaN,0,2,3,10
"Anwar El Ghazi",1,9,10,11,8,4
"Ezequiel Ponce",NaN,4,1,10,2,3
"Lebo Mothiba",NaN,NaN,NaN,NaN,2,10
"Yassine El Ghanassy",10,5,3,5,4,0
"Alexis Alégué",NaN,NaN,NaN,1,0,
"Emiliano Sala",NaN,18,6,6,15,14
"Kalifa Coulibaly",NaN,NaN,7,6,18,1
"Prejuce Nakoulma",5,10,6,7,8,2
"Kolbeinn Sigthórsson",9,12,7,4,0,
"Yacine Bammou",NaN,NaN,4,5,4,4
"Randal Kolo Muani",NaN,NaN,NaN,NaN,0,0
"Santy Ngom",NaN,NaN,NaN,NaN,NaN,1
"Paul-Georges Ntep",9,16,9,2,2,1
"Kévin Monnet-Paquet",6,4,5,5,5,2
"Jonathan Bamba",NaN,NaN,0,1,6,7
"Romain Hamouma",7,11,5,8,8,1
"Oussama Tannane",5,7,13,12,2,0
"Robert Beric",20,12,27,11,9,6
"Keagan Dolly",1,3,1,9,1,0
"Jonathan Ikoné",NaN,NaN,0,1,3,2
"Isaac Mbenza",NaN,NaN,1,6,4,8
"Souleymane Camara",12,4,3,8,1,5
"Giovanni Sio",4,12,7,7,9,7
"Casimir Ninga",NaN,NaN,NaN,7,5,4
"Jérémie Porsan-Clemente",NaN,2,0,0,NaN,0
"Naïm Sliti",1,NaN,0,4,1,3
"Wesley Saïd",0,0,4,1,6,7
"Chang-hun Kwon",1,1,1,6,0,6
"Benjamin Jeannot",10,6,7,14,1,4
"Julio Tavarès",11,8,10,12,10,12
"Marcus Coco",NaN,NaN,0,1,4,3
"Nicolas Benezet",9,3,4,4,2,2
"Abdoul Camara",2,2,6,2,1,2
"Thibault Giresse",9,3,3,5,1,0
"Yannis Salibur",3,7,0,10,8,3
"Yeni N'Gbakoto",2,14,6,13,4,4
"Jimmy Briand",3,9,3,8,13,6
"Marcus Thuram",NaN,NaN,0,0,1,3
"Nathaël Julan",NaN,NaN,NaN,0,4,5
"Hervé Bazile",NaN,NaN,8,0,2,0
"Jordan N'Kololo",0,1,1,0,1,0
"Jan Repas",NaN,NaN,NaN,1,4,3
"Timo Stavitski",NaN,NaN,NaN,2,2,1
"Ronny Rodelin",4,4,3,10,11,6
"Ivan Santini",2,16,16,13,18,8
"Enzo Crivelli",NaN,0,1,6,10,3
"Christian Kouakou",4,9,6,8,8,1
"Thomas Touré",NaN,0,3,3,0,0
"Billy Ketkeophomphone",3,11,9,6,1,0
"Gilles Sunu",4,1,4,2,0,1
"Wilfried Kanga",NaN,NaN,NaN,1,5,0
"Karl Toko Ekambi",NaN,NaN,14,11,8,14
"Baptiste Guillaume",1,NaN,2,0,9,2
"Goran Karanovic",9,17,10,1,3,
"Férébory Doré",4,13,4,0,0,3
"Martin Terrier",NaN,NaN,NaN,NaN,2,4
"Idriss Saadi",7,7,12,1,16,3
"Nuno Da Costa",NaN,1,NaN,10,9,6
"Stéphane Bahoken",2,0,0,6,7,7
"Jérémy Blayac",6,8,1,7,8,4
"Hyun-Jun Suk",6,2,10,13,2,5
"Adama Niane",0,NaN,0,NaN,23,6
"Jonathan Tinhan",2,0,0,4,8,0
"Raphaël Cacérès",12,6,4,7,1,0
"Mamadou Sissako",NaN,0,NaN,0,0,0
"Mathieu Dossevi",4,6,5,7,1,2
"Opa Nguette",3,0,5,1,3,0
"Ablie Jallow",NaN,NaN,1,NaN,NaN,0
"Nolan Roux",11,10,10,11,5,12
"Ibrahima Niane",NaN,NaN,NaN,NaN,NaN,5
"Emmanuel Rivière",9,13,3,0,0,5
"Stiven Mendoza",4,5,14,5,8,1
"Moussa Konaté",1,1,22,14,14,11
"Lacina Traoré",17,2,1,10,8,0
"Quentin Cornette",NaN,NaN,0,0,0,1
"Bachibou Koita",NaN,NaN,0,NaN,1,1
"Douglas Costa",7,7,5,7,7,3
"Federico Bernardeschi",21,14,3,6,14,5
"Juan Cuadrado",5,15,6,5,3,4
"Gonzalo Higuaín",18,24,29,38,32,21
"Mario Mandzukic",22,26,20,13,11,7
"Lorenzo Insigne",5,9,2,13,20,13
"Adam Ounas",NaN,NaN,NaN,6,4,1
"Leandrinho",NaN,NaN,1,NaN,6,1
"José Callejón",7,20,12,13,17,10
"Dries Mertens",18,13,10,11,34,21
"Arkadiusz Milik",13,2,23,24,8,2
"Ivan Perisic",5,11,7,10,11,7
"Antonio Candreva",7,12,11,12,8,0
"Yann Karamoh",NaN,NaN,NaN,NaN,5,1
"Mauro Icardi",10,9,27,16,26,18
"Andrea Pinamonti",NaN,NaN,0,17,19,7
"Diego Perotti",1,5,4,4,10,7
"Stephan El Shaarawy",19,1,3,11,12,7
"Cengiz Ünder",NaN,NaN,5,6,9,6
"Gerson",NaN,0,1,0,1,2
"Edin Dzeko",15,26,6,10,39,16
"Patrik Schick",NaN,0,0,7,13,1
"Grégoire Defrel",3,4,9,7,16,1
"Fabio Borini",2,12,1,5,2,4
"Suso",2,3,1,6,7,8
"Nnamdi Oduamadi",2,5,3,7,0,0
"André Silva",NaN,7,7,17,21,9
"Nikola Kalinic",10,7,19,16,20,4
"Patrick Cutrone",NaN,0,12,14,21,14
"Nani",3,1,12,12,5,3
"Pedro Neto",NaN,NaN,NaN,NaN,1,0
"Ciro Immobile",5,23,10,9,26,34
"Felipe Caicedo",6,2,12,10,2,4
"Filip Djordjevic",23,12,9,6,1,0
"Brayan Perea",5,5,1,1,0,
"Rafik Zekhnini",NaN,NaN,3,5,1,0
"Federico Chiesa",NaN,NaN,2,8,5,5
"Gil Dias",NaN,NaN,0,6,8,2
"Giovanni Simeone",0,4,7,5,13,8
"Diego Falcinelli",5,4,15,3,13,3
"Cyril Théréau",13,8,13,12,12,7
"Andrea Petagna",15,6,1,7,5,5
"Andreas Cornelius",20,6,8,6,21,6
"Álex Berenguer",NaN,NaN,0,3,2,2
"Iago Falque",8,6,13,3,12,11
"Simone Edera",NaN,NaN,5,13,1,2
"Andrea Belotti",12,10,6,12,28,8
"M'Baye Niang",1,5,5,8,5,4
"DuvĂĄn Zapata",13,8,8,8,11,9
"Dawid Kownacki",NaN,2,7,7,12,6
"Fabio Quagliarella",13,4,17,8,12,17
"Antonino Ragusa",1,10,4,9,5,0
"Nicholas Pierini",NaN,NaN,10,21,12,2
"Domenico Berardi",11,17,15,8,10,3
"Matteo Politano",8,6,6,5,8,4
"Khouma Babacar",2,20,9,7,14,7
"Alessandro Matri",10,6,9,7,8,3
"Rodrigo de Paul",1,4,2,1,4,4
"Svante Ingelsson",NaN,5,13,4,1,1
"Kevin Lasagna",NaN,NaN,5,5,14,9
"Stipe Perica",8,6,6,3,6,1
"Rodrigo Aguirre",8,8,1,3,15,
"Maxi López",5,2,12,6,3,6
"Iuri Medeiros",0,10,5,10,8,1
"Gianluca Lapadula",1,13,24,30,8,2
"Giuseppe Rossi",0,17,NaN,8,6,0
"Andrej Galabinov",14,16,7,13,13,3
"Eddy Salcedo",NaN,NaN,NaN,NaN,1,4
"Ladislav Krejcí",6,8,7,8,2,0
"Simone Verdi",0,6,3,4,6,6
"Riccardo Orsolini",NaN,NaN,NaN,22,8,0
"Federico Di Francesco",4,0,5,8,5,1
"Mattia Destro",11,15,8,8,11,6
"Felipe Avenatti",11,2,13,6,12,2
"Rodrigo Palacio",22,19,12,3,2,4
"Leonardo Pavoletti",11,25,7,15,4,7
"Marco Sau",12,6,9,11,8,2
"Kwang-Song Han",NaN,NaN,NaN,NaN,2,7
"Niccolò Giannetti",5,13,7,9,1,0
"Damir Ceter",NaN,NaN,NaN,NaN,1,0
"Emanuele Giaccherini",3,5,0,7,2,1
"Emanuel Vignato",NaN,NaN,NaN,15,6,5
"Roberto Inglese",13,2,6,3,12,9
"Mariusz Stepinski",5,6,2,15,10,1
"Sergio Pellissier",6,1,7,5,10,2
"Alberto Paloschi",7,15,9,10,0,6
"Federico Bonazzoli",NaN,13,14,1,2,0
"Mirco Antenucci",6,19,10,9,20,8
"Marco Borriello",12,1,0,9,20,1
"Sergio Floccari",10,5,2,6,7,3
"Seung-Woo Lee",NaN,NaN,NaN,1,1,0
"Rolando Aarons",2,3,2,1,0,2
"Daniele Verde",1,2,14,3,8,4
"Alessio Cerci",8,13,2,4,0,2
"Enrico Bearzotti",NaN,0,6,0,5,1
"Moise Kean",NaN,NaN,5,25,14,4
"Bruno Petkovic",3,3,5,8,3,0
"Marco D'Alessandro",3,3,0,3,1,1
"Guilherme",4,0,1,8,7,6
"Vittorio Parigini",6,0,5,4,1,0
"Cristiano Lombardi",8,14,0,4,1,0
"Pietro Iemmello",5,2,16,37,6,1
"Massimo Coda",10,18,2,17,16,3
"Cheick Diabaté",18,12,9,13,14,1
"Adrian Stoian",3,0,1,5,3,2
"Federico Ricci",3,4,1,11,2,1
"Andrea Nalini",NaN,0,3,0,2,0
"Moussa Diaby",NaN,NaN,NaN,NaN,3,2
"Marcello Trotta",12,14,12,11,3,5
"Ante Budimir",10,14,7,17,1,7
"Marco Tumminello",NaN,NaN,5,12,30,1
"Simy",13,0,11,20,4,1
"Henry Onyekuru",NaN,NaN,NaN,6,24,10
"Francis Amuzu",NaN,NaN,NaN,0,0,2
"Lazar Markovic",7,7,3,2,4,0
"Alexandru Chipciu",8,7,8,9,6,0
"Massimo Bruno",8,16,8,2,6,2
"Lukasz Teodorczyk",6,24,13,6,30,10
"Silvere Ganvoula",0,1,0,5,9,3
"Lior Refaelov",12,5,19,7,2,0
"Thibault Vlietinck",NaN,NaN,1,NaN,0,0
"Emmanuel Dennis",NaN,NaN,NaN,NaN,6,12
"Wesley",NaN,NaN,NaN,10,6,9
"Abdoulay Diaby",7,4,12,20,0,12
"Jelle Vossen",25,19,9,16,18,7
"Krépin Diatta",NaN,NaN,NaN,NaN,8,0
"Leandro Trossard",7,4,17,9,9,3
"Holly Tshimanga",NaN,NaN,0,NaN,0,
"Dieumerci Ndongala",2,1,5,7,0,2
"Edon Zhegrova",NaN,NaN,NaN,NaN,NaN,1
"Dante Vanzeir",NaN,NaN,NaN,NaN,0,1
"Thomas Buffel",7,7,6,10,7,4
"Marcus Ingvartsen",0,1,2,5,23,7
"Mbwana Samatta",2,3,8,5,21,4
"Moses Simon",NaN,7,17,3,5,5
"Aboubakary Koita",NaN,NaN,NaN,0,5,0
"Samuel Kalu",NaN,NaN,NaN,4,7,6
"Yuya Kubo",7,9,7,11,23,7
"Mamadou Sylla",0,6,12,1,13,2
"Roman Yaremchuk",NaN,3,4,0,6,9
"Rangelo Janga",4,1,NaN,24,17,20
"Edmílson Junior",2,1,2,9,7,4
"Paul-José Mpoku",9,12,10,0,4,5
"Moussa Djenepo",NaN,NaN,NaN,NaN,NaN,1
"Mehdi Carcela-González",2,3,3,3,5,3
"Duje Cop",11,32,19,7,9,4
"Renaud Emond",NaN,3,14,4,3,9
"Hassane Bandé",NaN,NaN,NaN,NaN,NaN,12
"Clément Tainmont",6,5,8,1,1,3
"Andy Kawaya",NaN,4,1,0,NaN,0
"Abou Ouattara",NaN,NaN,NaN,NaN,NaN,0
"Fatos Beqiraj",6,13,13,8,10,2
"Nicolas Verdier",5,10,3,10,9,2
"Nicklas Pedersen",13,6,4,1,1,5
"Knowledge Musona",1,15,5,13,13,8
"Ibrahima Conté",5,3,4,0,1,1
"Nicolas Rajsel",NaN,1,0,12,13,0
"Richairo Zivkovic",3,14,20,10,15,4
"Zinho Gano",1,7,5,10,12,13
"Joseph Akpala",1,6,5,7,4,6
"Theo Bongonda",NaN,2,4,2,2,2
"Nill De Pauw",5,8,8,0,6,7
"Alessandro Cordaro",2,2,4,1,4,0
"Aaron Leya Iseka",NaN,8,9,0,0,9
"Peter Olayinka",0,NaN,9,10,7,8
"Ivan Saponjic",NaN,0,5,11,3,6
"Hamdi Harbaoui",15,24,22,12,6,9
"Ivo Rodrigues",0,2,12,5,1,3
"Jonathan Pitroipa",8,0,9,8,6,0
"Romain Habran",NaN,NaN,2,0,1,0
"Stallone Limbombe",NaN,0,3,5,2,6
"Obbi Oulare",NaN,NaN,7,2,4,3
"Joaquín Ardaiz",NaN,NaN,NaN,1,3,3
"William Owusu Acheampong",13,NaN,12,6,8,8
"Björn Vleminckx",14,4,3,4,5,0
"Kafoumba Touré",NaN,NaN,6,5,0,0
"Roberto Núñez",NaN,3,3,9,1,0
"Amara Baby",1,6,6,8,5,4
"Mamadou Fall",NaN,5,9,11,4,5
"Romain Grange",2,0,4,6,4,5
"Jordan Remacle",4,4,3,3,2,0
"Kaveh Rezaei",5,6,7,8,13,12
"Chris Bedia",NaN,NaN,1,4,6,2
"David Pollet",10,13,2,6,8,2
"Igor Vetokele",5,15,11,2,9,5
"Cristian Ceballos",11,2,2,0,6,2
"Elton Acolatse",0,2,5,1,6,0
"Jonathan Legear",1,0,1,2,1,3
"Jordan Botaka",NaN,10,2,0,2,2
"Yohan Boli",NaN,2,NaN,5,7,6
"Chuba Akpom",13,11,9,7,3,3
"Babacar Gueye",NaN,NaN,0,1,3,0
"Kurt Abrahams",NaN,NaN,NaN,NaN,3,0
"Nana Opoku Ampomah",NaN,NaN,NaN,NaN,2,8
"Aleksandar Boljevic",0,5,5,5,1,2
"Tuur Dierckx",1,0,6,5,6,3
"Floriano Vanzo",0,0,0,2,0,1
"Olivier Myny",NaN,NaN,11,3,4,2
"Isaac Thelin",10,8,3,1,4,16
"Ryan Mmaee",NaN,NaN,NaN,0,1,1
"Cherif Ndiaye",NaN,NaN,NaN,NaN,0,0
"Steve De Ridder",0,12,3,5,4,7
"Bob Straetman",NaN,NaN,NaN,NaN,2,1
"Mohamed Ofkir",NaN,NaN,0,4,0,
"Guus Hupperts",4,13,5,2,3,2
"Marko Miric",0,5,11,5,5,4
"Yusuf Lawal",NaN,NaN,NaN,NaN,NaN,0
"Tom De Sutter",16,13,17,3,10,2
"Jean Alassane Mendy",11,20,7,7,11,0
"Lewis Enoh",NaN,0,12,2,1,0
"Idir Ouali",6,3,0,0,3,7
"Teddy Chevalier",11,7,12,4,4,16
"Jérémy Perbet",26,11,5,25,16,10
"Athanasios Papazoglou",9,11,4,9,4,0
"Fabrice Olinga",1,0,0,0,0,1
"Dorin Rotariu",2,9,4,10,8,8
"Jonathan Bolingi",NaN,2,0,1,0,7
"Taiwo Awoniyi",NaN,1,NaN,1,8,8
"Mario Jelavic",0,NaN,14,0,13,0
"Yanis Mbombo",NaN,1,6,3,2,0
"Clément Petit",NaN,NaN,NaN,1,NaN,0
"Eric Ocansey",NaN,NaN,NaN,3,5,6
"Florian Raspentino",4,6,4,1,0,2
"Mbaye Leye",18,1,8,20,18,10
"Mamadou Koné",6,22,7,6,0,3
"Moussa Diallo",NaN,NaN,NaN,1,NaN,0
"Damien Mouchamps",NaN,NaN,0,0,1,0
"Yacine Brahimi",0,3,13,9,7,10
"Jesús Corona",5,2,13,8,6,2
"Hernâni",4,0,6,8,12,1
"Vincent Aboubakar",3,16,9,18,19,26
"Tiquinho Soares",NaN,NaN,2,14,20,11
"Gonçalo Paciência",0,5,10,4,1,10
"Gelson Martins",NaN,NaN,6,7,7,11
"Daniel Podence",0,0,3,6,4,0
"Bas Dost",12,5,20,10,37,27
"Seydou Doumbia",4,20,13,11,21,8
"Franco Cervi",NaN,0,5,2,7,4
"Diogo Gonçalves",NaN,NaN,3,13,10,0
"Eduardo Salvio",13,2,13,0,9,7
"Rafa Silva",11,8,5,12,2,1
"Andrija Zivkovic",0,5,7,12,1,3
"RaĂşl JimĂŠnez",14,11,5,12,11,5
"Jonas",19,11,31,36,18,34
"Haris Seferovic",11,4,11,4,4,7
"Ahmed Hassan",10,6,15,15,4,6
"Dyego Sousa",4,7,6,12,8,9
"Raphinha",NaN,NaN,0,5,4,16
"Héldon",5,11,1,5,2,6
"Fábio Sturgeon",0,0,2,5,2,0
"Hélder Ferreira",NaN,NaN,NaN,3,2,1
"Welthon",NaN,2,NaN,NaN,16,4
"Junior Tallo",3,7,4,1,1,2
"Sebastián Rincón",0,NaN,8,2,2,3
"Óscar Estupiñán",NaN,NaN,1,2,NaN,7
"Rafael Martins",NaN,15,1,20,3,5
"Hélder Guedes",1,8,10,9,8,10
"Ricardo Valente",NaN,1,19,6,4,6
"Gevorg Ghazaryan",6,1,1,3,4,0
"Ibson",0,NaN,2,2,7,1
"Edgar Costa",0,6,5,6,2,2
"Rodrigo Pinho",NaN,NaN,NaN,1,8,10
"Joel Tagueu",NaN,8,1,2,3,1
"Everton",NaN,NaN,NaN,NaN,NaN,3
"André Claro",5,3,1,13,7,1
"Matheus Índio",NaN,NaN,0,0,4,0
"Jorman Aguilar",NaN,0,2,NaN,11,0
"Allano Lima",NaN,NaN,0,1,1,5
"Ewandro Costa",NaN,0,5,1,1,1
"Victor Andrade",0,0,4,1,1,0
"Kléber",2,3,12,0,10,6
"Bruno Gomes",NaN,0,0,8,8,0
"Jorginho",NaN,0,2,0,6,1
"Davidson",NaN,NaN,NaN,7,6,4
"Matheus Pereira",NaN,0,1,13,9,4
"Perdigão",0,0,1,5,6,0
"William",4,8,8,9,4,9
"Platiny",10,1,11,17,7,4
"Shoya Nakajima",2,2,2,6,6,9
"Wilson Manafá",NaN,1,1,1,3,0
"Wellington Carvalho",NaN,NaN,NaN,0,8,2
"Tabata",NaN,NaN,NaN,NaN,2,2
"Fabrício",2,4,5,18,4,13
"Rui Costa",NaN,NaN,NaN,NaN,14,12
"Pires",11,26,4,14,23,3
"Yannick Djaló",1,3,1,16,NaN,
"André Pereira",NaN,NaN,0,NaN,4,10
"Edinho",18,13,10,13,9,5
"Allef",NaN,NaN,NaN,NaN,NaN,1
"Nathan",NaN,0,NaN,8,5,1
"Diogo Viana",4,4,1,2,5,0
"Licá",6,4,0,6,1,0
"Benny",NaN,NaN,NaN,NaN,0,2
"Maurides",0,0,NaN,6,6,4
"Yazalde",3,8,1,3,1,1
"Tiago Caeiro",12,2,4,9,4,1
"Kuca",NaN,12,7,4,8,2
"Mateus",8,2,NaN,5,3,6
"Renato Santos",2,0,3,4,4,3
"Ricardo Clarke",0,0,0,8,7,0
"Rui Pedro",NaN,NaN,1,1,14,1
"Leonardo Ruiz",NaN,NaN,5,9,12,0
"Iván Bulos",0,NaN,9,0,2,0
"Yusupha Njie",NaN,0,1,0,0,3
"Idé Colubali",NaN,NaN,NaN,NaN,2,
"Hêndrio",NaN,NaN,NaN,NaN,NaN,0
"Awer Mabil",0,2,6,0,6,2
"Bruno Moreira",1,1,14,23,NaN,4
"Luiz Phellype",0,7,16,1,3,8
"Rabiola",22,0,8,2,NaN,
"Arsénio",6,3,5,5,4,5
"Bilel Aouacheria",NaN,NaN,11,1,5,3
"Ousmane Dramé",0,6,5,1,2,0
"Zizo",NaN,0,2,2,3,2
"Edno",8,11,7,NaN,2,1
"Ronaldo Peña",NaN,NaN,NaN,NaN,NaN,2
"Murilo",NaN,NaN,NaN,NaN,1,8
"Tyler Boyd",0,2,12,5,8,3
"Juan Delgado",0,NaN,8,3,4,2
"Miguel Cardoso",NaN,NaN,NaN,0,1,4
"Harramiz",NaN,3,8,5,11,1
"Tomané",3,6,4,2,4,6
"Heliardo",0,NaN,NaN,1,2,2
"Luís Machado",0,0,3,1,2,1
"Edson Farias",1,0,6,0,1,1
"Hugo Seco",NaN,0,0,1,2,1
